underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
185.09,SYN.ETH-22NOV19,1573729140015,open,0.24,0.0,0.221,0.267,0.244116,85.64,None,0.0,ETH-22NOV19-140-C,184.66,0.0,0.0,0.0,0.0,0.0,0.0,0.00802,-0.04361,0.02974,0.00127,0.98876
185.09,SYN.ETH-22NOV19,1573729140015,open,0.0,3.0,0.001,0.011,0.000505,85.64,0.001,0.0,ETH-22NOV19-140-P,184.66,0.0,0.0,0.0,0.001,1.0,94.61,0.00802,-0.04361,-0.00047,0.00127,-0.01124
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.02,79.7,0.009,0.0495,0.0227079,50.02,0.0205,0.0,BTC-22NOV19-8750-C,8603.81,47.93,0.0215,14.0,0.0235,28.8,51.39,4.98585,-15.83357,0.76729,0.00062,0.43513
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.06,8.0,0.036,0.083,0.05557877,50.64,0.0655,0.0,BTC-22NOV19-8250-C,8603.81,49.43,0.055,2.0,0.058,4.0,55.6,4.14165,-13.31411,1.26563,0.00051,0.73586
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.01,207.1,0.0005,0.0265,0.00712896,50.66,0.007,0.0,BTC-22NOV19-9250-C,8603.81,50.33,0.007,14.0,0.0075,3.2,51.61,3.34854,-10.76951,0.32567,0.00041,0.18218
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.05,123.3,0.036,0.088,0.05682569,50.06,0.048,0.0,BTC-22NOV19-9000-P,8603.81,47.41,0.0555,14.0,0.0575,2.0,51.39,4.35256,-13.83365,-1.42207,0.00054,-0.70754
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.14,0.0,0.113,0.1535,0.13318469,65.89,None,0.0,BTC-22NOV19-7500-C,8603.81,0.0,0.0155,0.1,0.0,0.0,0.0,1.66713,-6.9738,1.48575,0.00016,0.93178
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.08,21.4,0.058,0.1035,0.07927749,54.1,0.087,0.0,BTC-22NOV19-8000-C,8603.81,51.91,0.0785,3.5,0.0815,4.0,59.99,3.11885,-10.71287,1.40977,0.00036,0.83703
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.0,68.4,0.0005,0.013,0.00301706,65.87,0.003,0.0,BTC-22NOV19-7500-P,8603.81,63.07,0.0025,0.1,0.0035,37.7,68.28,1.66603,-6.967,-0.13242,0.00016,-0.06816
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.16,0.0,0.1425,0.18,0.16093905,69.99,None,0.0,BTC-22NOV19-7250-C,8603.81,0.0,0.01,1.0,0.0,0.0,0.0,1.11657,-4.96113,1.4845,0.0001,0.95886
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.1,0.8,0.0825,0.1345,0.10615691,53.67,0.0625,0.0,BTC-22NOV19-9500-P,8603.81,39.58,0.103,4.0,0.1075,4.0,58.06,2.48817,-8.47734,-1.84035,0.00029,-0.88303
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.01,932.5,0.0025,0.0355,0.01239438,50.63,0.011,0.0,BTC-22NOV19-8250-P,8603.81,47.69,0.011,45.1,0.0135,21.0,52.91,4.14139,-13.31083,-0.51442,0.00051,-0.26411
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.04,23.9,0.0195,0.065,0.03674043,50.02,0.0355,0.0,BTC-22NOV19-8500-C,8603.81,48.72,0.036,14.0,0.038,15.1,52.23,4.91957,-15.62345,1.03194,0.00061,0.59141
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.0,106.1,0.0005,0.015,0.00449037,59.63,0.004,0.0,BTC-22NOV19-7750-P,8603.81,59.67,0.0045,2.1,0.005,20.0,61.52,2.2804,-8.63346,-0.20106,0.00024,-0.10358
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.0,19.5,0.0005,0.0115,0.00177701,69.96,0.002,0.0,BTC-22NOV19-7250-P,8603.81,62.95,0.001,50.0,0.0025,37.4,75.03,1.1152,-4.95292,-0.07973,0.0001,-0.04108
8622.31,SYN.BTC-22NOV19,1573729140248,open,0.13,10.3,0.1095,0.1605,0.13391928,58.51,0.097,0.0,BTC-22NOV19-9750-P,8603.81,0.0,0.1115,4.0,0.1565,7.0,117.66,1.93032,-7.16978,-1.95579,0.00021,-0.91732
8622.31,SYN.BTC-22NOV19,1573729140250,open,0.3,0.0,0.2795,0.335,0.30570438,86.44,None,0.0,BTC-22NOV19-11250-P,8603.81,0.0,0.0,0.0,0.0,0.0,0.0,0.64178,-3.52205,-2.38995,5e-05,-0.9789
8622.31,SYN.BTC-22NOV19,1573729140250,open,0.01,342.8,0.0005,0.019,0.00436923,53.68,0.0045,0.0,BTC-22NOV19-9500-C,8603.81,52.38,0.004,14.2,0.0045,0.1,54.13,2.48941,-8.48436,0.20964,0.00029,0.11705
8622.31,SYN.BTC-22NOV19,1573729140250,open,0.16,5.1,0.1375,0.1885,0.16207976,62.96,0.124,0.0,BTC-22NOV19-10000-P,8603.81,0.0,0.1405,4.0,0.1835,4.0,125.68,1.50459,-6.01405,-2.05076,0.00015,-0.94021
8622.31,SYN.BTC-22NOV19,1573729140250,open,0.0,26.0,0.0005,0.011,0.00113476,69.34,0.0015,0.0,BTC-22NOV19-10500-C,8603.81,67.93,0.001,34.0,0.0015,20.5,72.7,0.85754,-3.77501,0.05337,8e-05,0.02982
8622.31,SYN.BTC-22NOV19,1573729140250,open,0.0,20.5,0.0005,0.011,0.0010213,74.81,0.001,0.0,BTC-22NOV19-10750-C,8603.81,67.42,0.0005,30.5,0.0015,34.0,79.66,0.7518,-3.5707,0.04548,6e-05,0.02547
