underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
9748.01,SYN.BTC-21FEB20,1580986739991,open,0.0,0.0175,0.062,0.03413295,56.3,None,0.0,BTC-21FEB20-10000-C,9659.7,53.61,0.032,20.0,0.036,27.8,58.65,7.74125,-14.64995,1.58626,0.00036,0.43341
9748.01,SYN.BTC-21FEB20,1580986739991,open,0.0,0.0265,0.074,0.04155929,51.75,None,0.0,BTC-21FEB20-9750-C,9659.7,52.92,0.0425,18.0,0.0465,27.8,57.89,7.84096,-13.63779,1.90097,0.00039,0.52005
211.1,SYN.ETH-14FEB20,1580986740016,open,0.01,302.0,0.001,0.024,0.007211,91.33,0.006,0.0,ETH-14FEB20-250-C,210.12,86.95,0.006,300.0,0.009,1331.0,97.26,0.06068,-0.35182,0.00497,0.00691,0.11632
211.1,SYN.ETH-14FEB20,1580986740018,open,0.11,0.0,0.069,0.146,0.106473,80.64,None,0.0,ETH-14FEB20-230-P,210.12,68.44,0.101,60.0,0.108,60.0,83.86,0.09919,-0.5078,-0.03887,0.01279,-0.74686
210.23,SYN.ETH-7FEB20,1580986740018,open,0.0,3355.0,0.001,0.021,0.003141,86.5,0.003,0.0,ETH-7FEB20-220-C,210.12,85.24,0.003,294.0,0.006,613.0,109.04,0.02365,-0.66027,0.00072,0.02578,0.14662
210.23,SYN.ETH-7FEB20,1580986740018,open,0.05,405.0,0.017,0.084,0.049618,86.5,0.05,0.0,ETH-7FEB20-220-P,210.12,70.1,0.048,60.0,0.054,90.0,119.63,0.02365,-1.02269,-0.00455,0.02578,-0.85338
211.1,SYN.ETH-14FEB20,1580986740020,open,0.01,923.0,0.001,0.031,0.01059,85.22,0.011,0.0,ETH-14FEB20-240-C,210.12,80.79,0.009,280.0,0.012,280.0,88.96,0.07786,-0.42126,0.00717,0.0095,0.16795
216.32,ETH-27MAR20,1580986740425,open,0.0,263.0,0.001,0.013,0.0039,102.25,0.004,0.0,ETH-27MAR20-110-P,210.1,97.6,0.003,320.0,0.005,885.0,107.16,0.04509,-0.04622,-0.00823,0.00069,-0.02395
222.96,ETH-26JUN20,1580986740425,open,0.22,988.0,0.166,0.27,0.21913,87.34,0.214,0.0,ETH-26JUN20-220-C,210.1,84.76,0.213,441.0,0.225,261.0,89.82,0.52892,-0.16396,0.34183,0.00316,0.61636
222.96,ETH-26JUN20,1580986740425,open,0.03,227.0,0.011,0.067,0.032497,97.14,0.024,0.0,ETH-26JUN20-520-C,210.1,95.26,0.03,81.0,0.035,120.0,98.96,0.30129,-0.10388,0.08852,0.00162,0.13536
216.32,ETH-27MAR20,1580986740426,open,0.21,3458.0,0.177,0.251,0.215111,83.21,0.2,0.0,ETH-27MAR20-180-C,210.1,77.65,0.209,300.0,0.221,365.0,88.45,0.24056,-0.20066,0.16514,0.00452,0.77378
216.32,ETH-27MAR20,1580986740425,open,0.09,1987.0,0.048,0.123,0.083592,83.15,0.081,0.0,ETH-27MAR20-200-P,210.1,79.03,0.078,192.0,0.086,262.0,84.93,0.29343,-0.2446,-0.1256,0.00552,-0.34131
222.94,ETH-26JUN20,1580986740425,open,0.14,1087.0,0.089,0.192,0.139499,89.75,0.137,0.0,ETH-26JUN20-280-C,210.1,87.92,0.135,140.0,0.144,274.0,91.58,0.5479,-0.17453,0.26573,0.00318,0.44832
216.32,ETH-27MAR20,1580986740426,open,0.69,7.0,0.622,0.744,0.679668,96.17,1.702,0.0,ETH-27MAR20-360-P,210.1,0.0,0.01,30.0,1.215,1.0,500.0,0.14515,-0.13995,-0.46553,0.00236,-0.89525
211.1,SYN.ETH-14FEB20,1580986740425,open,0.07,330.0,0.041,0.105,0.073445,73.7,0.066,0.0,ETH-14FEB20-200-C,210.1,70.81,0.072,60.0,0.078,465.0,82.64,0.10616,-0.49672,0.02899,0.01498,0.7099
228.52,SYN.ETH-25SEP20,1580986740425,open,0.66,0.0,0.646,0.684,0.664375,92.48,None,0.0,ETH-25SEP20-80-C,210.1,44.02,0.65,59.0,0.675,59.0,107.12,0.14576,-0.02907,0.4342,0.00048,0.96347
216.32,ETH-27MAR20,1580986740428,open,0.13,1383.0,0.089,0.178,0.13185,83.14,0.129,0.0,ETH-27MAR20-220-P,210.1,79.15,0.126,144.0,0.136,384.0,85.96,0.31746,-0.26458,-0.17514,0.00597,-0.46066
216.32,ETH-27MAR20,1580986740429,open,0.63,20.0,0.619,0.643,0.630775,110.51,0.625,0.0,ETH-27MAR20-80-C,210.1,0.0,0.621,53.0,0.636,53.0,155.87,0.0098,-0.01085,0.10791,0.00014,0.99585
222.94,ETH-26JUN20,1580986740429,open,0.42,543.0,0.384,0.456,0.420475,89.47,0.354,0.0,ETH-26JUN20-140-C,210.1,62.36,0.389,47.0,0.45,47.0,110.42,0.29677,-0.09424,0.3847,0.00173,0.86757
210.23,SYN.ETH-7FEB20,1580986740426,open,0.14,1472.0,0.118,0.17,0.143811,106.61,0.13,0.0,ETH-7FEB20-180-C,210.1,0.0,0.122,29.0,0.167,29.0,408.94,0.00046,-0.02441,0.00431,0.00041,0.99865
222.94,ETH-26JUN20,1580986740430,open,0.1,765.0,0.059,0.156,0.105093,91.13,0.1,0.0,ETH-26JUN20-320-C,210.1,89.36,0.101,140.0,0.109,421.0,92.8,0.51874,-0.16777,0.22034,0.00297,0.36117
228.52,SYN.ETH-25SEP20,1580986740425,open,0.46,23.0,0.422,0.503,0.462777,87.71,0.327,0.0,ETH-25SEP20-140-C,210.1,70.04,0.432,51.0,0.489,51.0,101.69,0.41851,-0.07915,0.56685,0.00144,0.85324
216.32,ETH-27MAR20,1580986740431,open,0.2,126.0,0.144,0.244,0.192637,84.43,0.311,0.0,ETH-27MAR20-240-P,210.1,79.84,0.186,144.0,0.197,144.0,87.43,0.31406,-0.26582,-0.22548,0.00582,-0.57017
212.84,SYN.ETH-28FEB20,1580986740429,open,0.05,817.0,0.021,0.078,0.046693,77.13,0.043,0.0,ETH-28FEB20-200-P,210.1,72.98,0.043,290.0,0.047,192.0,77.48,0.19,-0.33497,-0.04879,0.00907,-0.33577
212.84,SYN.ETH-28FEB20,1580986740427,open,0.08,1067.0,0.048,0.115,0.081571,77.12,0.075,0.0,ETH-28FEB20-210-C,210.1,74.45,0.079,3.0,0.083,562.0,78.6,0.20504,-0.36141,0.06177,0.00979,0.56578
