underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
9986.97,BTC-27DEC19,1564138739986,open,0.13,341.1,0.091,0.1705,0.13099717,102.46,0.13,0.0,BTC-27DEC19-15000-C,9774.37,102.06,0.13,20.3,0.1315,0.1,102.66,24.88272,-8.28391,10.91232,6e-05,0.39018
9791.53,SYN.BTC-9AUG19,1564138740054,open,0.0,0.0545,0.134,0.09406128,102.33,None,0.0,BTC-9AUG19-9500-C,9774.37,96.27,0.0895,0.2,0.094,0.2,102.25,7.37961,-27.2124,1.88023,0.0002,0.59919
9986.97,BTC-27DEC19,1564138740067,open,0.02,111.2,0.0005,0.0625,0.02253388,106.53,0.0215,0.0,BTC-27DEC19-32000-C,9774.37,105.05,0.021,8.0,0.024,6.0,107.89,10.57283,-3.6597,2.86121,2e-05,0.09049
9852.01,BTC-27SEP19,1564138740098,open,0.32,73.0,0.263,0.368,0.31546828,102.68,0.332,0.0,BTC-27SEP19-12000-P,9774.37,98.33,0.3085,0.2,0.319,0.2,104.88,15.81218,-12.91165,-15.5127,9e-05,-0.59859
217.05,SYN.ETH-9AUG19,1564138740101,open,0.0,0.001,0.046,0.00666,111.03,None,0.0,ETH-9AUG19-160-P,216.96,103.82,0.005,250.0,0.008,550.0,116.24,0.05344,-0.2138,-0.00588,0.00269,-0.06466
9851.98,BTC-27SEP19,1564138740141,open,0.48,78.4,0.4215,0.5395,0.48040305,103.9,0.502,0.0,BTC-27SEP19-14000-P,9774.37,95.04,0.4685,7.5,0.4855,0.2,107.54,13.63167,-11.26259,-20.46559,8e-05,-0.7255
9851.98,BTC-27SEP19,1564138740295,open,0.06,186.0,0.0195,0.099,0.0593689,103.9,0.065,0.0,BTC-27SEP19-14000-C,9774.37,102.18,0.057,19.3,0.0605,0.2,104.71,13.63192,-11.26313,3.65121,8e-05,0.27451
9817.45,SYN.BTC-30AUG19,1564138740305,open,0.12,131.7,0.076,0.1555,0.11593802,100.85,0.113,0.0,BTC-30AUG19-10000-C,9774.37,98.46,0.113,14.4,0.117,6.0,101.72,12.05008,-17.4234,3.9643,0.00013,0.53855
9986.98,BTC-27DEC19,1564138740427,open,0.1,240.8,0.0515,0.1385,0.09505974,98.85,0.088,0.0,BTC-27DEC19-7000-P,9774.39,96.55,0.091,4.9,0.095,6.0,98.82,17.6475,-5.66859,-12.03959,4e-05,-0.1909
9986.98,BTC-27DEC19,1564138740427,open,0.01,171.7,0.0005,0.0485,0.00889328,108.35,0.0105,0.0,BTC-27DEC19-44000-C,9774.39,105.69,0.0075,24.0,0.01,6.0,110.27,5.53372,-1.94817,1.28962,1e-05,0.03952
9986.98,BTC-27DEC19,1564138740427,open,0.26,219.5,0.2025,0.3025,0.25254904,98.85,0.2565,0.0,BTC-27DEC19-10000-P,9774.39,98.02,0.2505,4.9,0.2565,5.0,100.46,24.5867,-7.8976,-26.41751,6e-05,-0.3749
9851.98,BTC-27SEP19,1564138740427,open,0.0,103.7,0.0005,0.0435,0.00399338,108.56,0.006,0.0,BTC-27SEP19-26000-C,9774.39,104.34,0.003,7.0,0.005,39.0,112.18,2.54032,-2.19296,0.38864,1e-05,0.02689
9986.98,BTC-27DEC19,1564138740427,open,0.43,63.0,0.385,0.4645,0.42488557,98.85,0.4965,0.0,BTC-27DEC19-6500-C,9774.39,59.23,0.3695,8.0,0.4745,8.0,129.04,15.84653,-5.09014,17.43227,4e-05,0.83893
9986.98,BTC-27DEC19,1564138740427,open,0.15,216.0,0.107,0.1865,0.14691221,101.39,0.149,0.0,BTC-27DEC19-14000-C,9774.39,100.44,0.1445,8.0,0.1495,5.0,102.4,25.43525,-8.3797,11.79379,6e-05,0.42703
9851.98,BTC-27SEP19,1564138740427,open,0.12,209.5,0.0755,0.1645,0.11996327,101.49,0.125,0.0,BTC-27SEP19-9000-P,9774.39,99.53,0.117,19.3,0.1205,5.0,101.84,14.90198,-12.02652,-7.7263,9e-05,-0.3353
9986.98,BTC-27DEC19,1564138740427,open,0.22,584.4,0.179,0.2585,0.21883073,99.7,0.217,0.0,BTC-27DEC19-11000-C,9774.39,98.59,0.216,8.0,0.2225,3.6,101.14,25.47862,-8.25421,14.75306,6e-05,0.56924
9986.98,BTC-27DEC19,1564138740427,open,0.0,371.4,0.0005,0.0445,0.00447056,100.81,0.005,0.0,BTC-27DEC19-3000-P,9774.39,96.62,0.0035,10.0,0.0055,22.0,104.7,2.48452,-0.81384,-0.8284,1e-05,-0.01521
9851.98,BTC-27SEP19,1564138740427,open,0.05,386.0,0.0065,0.086,0.0463238,104.3,0.0485,0.0,BTC-27SEP19-15000-C,9774.39,102.83,0.0445,19.3,0.0475,7.0,105.24,12.27083,-10.17784,3.03641,7e-05,0.22524
9986.98,BTC-27DEC19,1564138740427,open,0.05,96.1,0.0025,0.0855,0.0438934,98.85,0.043,0.0,BTC-27DEC19-5500-P,9774.39,95.96,0.0405,6.0,0.0435,6.0,98.52,11.83894,-3.80281,-6.29368,3e-05,-0.10559
9986.98,BTC-27DEC19,1564138740427,open,0.01,168.6,0.0005,0.047,0.00705318,109.46,0.0065,0.0,BTC-27DEC19-48000-C,9774.39,107.07,0.006,10.0,0.008,10.9,111.41,4.64153,-1.65084,1.0459,1e-05,0.03189
9851.98,BTC-27SEP19,1564138740427,open,0.0,617.1,0.0005,0.0405,0.00076483,120.15,0.0005,0.0,BTC-27SEP19-3000-P,9774.39,0.0,0.0,0.0,0.0015,22.0,131.28,0.5085,-0.48586,-0.08465,0.0,-0.00422
9987.0,BTC-27DEC19,1564138740427,open,0.02,312.1,0.0005,0.056,0.01630927,107.35,0.0185,0.0,BTC-27DEC19-36000-C,9774.39,105.78,0.015,8.0,0.0175,6.0,108.72,8.51073,-2.9687,2.17483,2e-05,0.06796
9987.0,BTC-27DEC19,1564138740427,open,0.29,172.3,0.252,0.3315,0.2917341,98.85,0.287,0.0,BTC-27DEC19-9000-C,9774.39,96.58,0.2865,8.0,0.293,5.0,99.4,23.02054,-7.39446,16.5774,6e-05,0.68547
9851.98,BTC-27SEP19,1564138740427,open,0.0,49.2,0.0005,0.041,0.00125622,119.91,0.002,0.0,BTC-27SEP19-3250-P,9774.39,106.87,0.0005,25.0,0.002,20.0,128.13,0.75851,-0.72327,-0.13367,0.0,-0.00662
9987.0,BTC-27DEC19,1564138740427,open,0.75,0.0,0.712,0.7915,0.7517234,101.61,None,0.0,BTC-27DEC19-2500-C,9774.39,0.0,0.686,8.0,0.8175,8.0,241.94,1.35351,-0.4469,10.13456,0.0,0.99243
9987.0,BTC-27DEC19,1564138740427,open,0.2,299.4,0.1455,0.2405,0.1929068,98.85,0.19,0.0,BTC-27DEC19-9000-P,9774.39,97.38,0.1895,4.9,0.195,8.0,99.76,23.02053,-7.3945,-21.36459,6e-05,-0.31453
9851.98,BTC-27SEP19,1564138740427,open,0.01,318.7,0.0005,0.045,0.00512084,102.5,0.0045,0.0,BTC-27SEP19-4750-P,9774.39,97.85,0.004,44.0,0.006,5.0,105.75,2.54496,-2.07432,-0.54432,1e-05,-0.02695
9851.98,BTC-27SEP19,1564138740427,open,0.0,656.4,0.0005,0.0415,0.00179486,109.36,0.004,0.0,BTC-27SEP19-30000-C,9774.39,102.41,0.001,20.0,0.0025,24.0,113.87,1.36877,-1.1904,0.19016,1e-05,0.013
9987.0,BTC-27DEC19,1564138740427,open,0.01,249.9,0.0005,0.054,0.01357011,98.85,0.014,0.0,BTC-27DEC19-4000-P,9774.39,96.92,0.0125,6.0,0.014,4.9,99.61,5.62915,-1.80816,-2.27078,1e-05,-0.04036
9851.98,BTC-27SEP19,1564138740427,open,0.0,405.8,0.0005,0.0405,0.00049926,131.08,0.0005,0.0,BTC-27SEP19-2500-P,9774.39,0.0,0.0,0.0,0.001,25.0,142.57,0.33025,-0.34424,-0.05281,0.0,-0.00261
9987.0,BTC-27DEC19,1564138740428,open,0.08,221.6,0.033,0.1185,0.07573238,98.85,0.07,0.0,BTC-27DEC19-6500-P,9774.39,96.49,0.072,4.9,0.075,6.0,98.39,15.8465,-5.09013,-9.97021,4e-05,-0.16107
9851.98,BTC-27SEP19,1564138740427,open,0.0,424.0,0.0005,0.042,0.00226817,107.7,0.0035,0.0,BTC-27SEP19-4000-P,9774.39,101.23,0.0015,10.0,0.003,39.0,112.66,1.3272,-1.13666,-0.25139,1e-05,-0.01254
9851.98,BTC-27SEP19,1564138740427,open,0.08,505.7,0.032,0.1175,0.07489222,101.49,0.072,0.0,BTC-27SEP19-8000-P,9774.39,99.24,0.072,19.3,0.076,5.0,102.34,12.72365,-10.26854,-5.35117,7e-05,-0.24042
9851.98,BTC-27SEP19,1564138740428,open,0.6,227.5,0.5565,0.636,0.59625841,107.7,0.7065,0.0,BTC-27SEP19-4000-C,9774.39,0.0,0.5365,7.0,0.6555,7.0,244.73,1.3272,-1.13666,6.6391,1e-05,0.98746
9791.5,SYN.BTC-9AUG19,1564138740427,open,22.0,0.0005,0.0485,0.00841333,106.11,0.007,0.0,BTC-9AUG19-7500-P,9774.39,101.12,0.007,30.0,0.0095,12.0,109.69,2.89012,-11.05069,-0.33634,7e-05,-0.08194
9817.42,SYN.BTC-30AUG19,1564138740427,open,0.02,165.5,0.0005,0.0595,0.01894025,101.69,0.019,0.0,BTC-30AUG19-7000-P,9774.39,99.16,0.0175,30.0,0.02,28.0,103.51,5.65948,-8.25109,-1.19777,6e-05,-0.10875
9987.0,BTC-27DEC19,1564138740428,open,0.04,153.0,0.0005,0.0785,0.03857989,105.11,0.041,0.0,BTC-27DEC19-26000-C,9774.39,104.03,0.037,8.0,0.0405,6.0,106.4,14.73836,-5.03376,4.45536,3e-05,0.1444
9987.0,BTC-27DEC19,1564138740429,open,0.85,0.1,0.8105,0.89,0.85030318,115.37,0.84,0.0,BTC-27DEC19-1500-C,9774.39,0.0,0.7805,8.0,0.92,8.0,354.49,0.37994,-0.14243,6.22547,0.0,0.99817
9987.0,BTC-27DEC19,1564138740428,open,1.84,2.0,1.7225,1.949,1.83560602,105.58,1.563,0.0,BTC-27DEC19-28000-P,9774.39,0.0,0.001,1.0,0.0,0.0,0.0,13.18417,-4.52314,-114.21674,3e-05,-0.87719
9851.98,BTC-27SEP19,1564138740428,open,0.0,492.7,0.0005,0.04,0.00032575,144.99,0.0005,0.0,BTC-27SEP19-2000-P,9774.39,0.0,0.0,0.0,0.001,26.1,165.2,0.2099,-0.24201,-0.03244,0.0,-0.00159
9987.0,BTC-27DEC19,1564138740428,open,0.12,162.4,0.072,0.161,0.11654985,98.85,0.115,0.0,BTC-27DEC19-7500-P,9774.39,96.75,0.1125,4.9,0.117,6.0,99.09,19.27538,-6.19151,-14.23327,5e-05,-0.22151
9851.98,BTC-27SEP19,1564138740428,open,0.26,901.9,0.223,0.3025,0.26287518,101.49,0.2995,0.0,BTC-27SEP19-8000-C,9774.39,82.96,0.2395,3.5,0.306,3.5,134.16,12.7237,-10.26877,8.42973,7e-05,0.75958
9851.98,BTC-27SEP19,1564138740429,open,0.08,219.3,0.037,0.1165,0.07654135,103.68,0.077,0.0,BTC-27SEP19-13000-C,9774.39,101.66,0.0735,19.3,0.077,0.2,103.98,14.87735,-12.26592,4.36745,9e-05,0.33389
9987.0,BTC-27DEC19,1564138740428,open,0.0,98.9,0.0005,0.041,0.00128914,110.11,0.001,0.0,BTC-27DEC19-2000-P,9774.39,97.94,0.0005,39.0,0.002,16.0,117.16,0.86541,-0.30964,-0.24669,0.0,-0.00457
9851.98,BTC-27SEP19,1564138740429,open,0.65,261.1,0.6065,0.686,0.646016,112.56,0.714,0.0,BTC-27SEP19-3500-C,9774.39,0.0,0.5845,7.0,0.7075,7.0,277.97,0.81348,-0.72815,5.88593,0.0,0.99283
9987.0,BTC-27DEC19,1564138740428,open,0.17,206.1,0.1275,0.207,0.1672049,100.88,0.169,0.0,BTC-27DEC19-13000-C,9774.39,99.83,0.1645,8.0,0.17,5.0,101.96,25.79648,-8.4558,12.75213,6e-05,0.47009
9851.98,BTC-27SEP19,1564138740428,open,0.0,1059.6,0.0005,0.0425,0.00268703,103.82,0.0035,0.0,BTC-27SEP19-4250-P,9774.39,99.08,0.002,24.0,0.004,44.0,111.13,1.56021,-1.2881,-0.30241,1e-05,-0.01513
9782.86,SYN.BTC-2AUG19,1564138740428,open,0.11,3.9,0.064,0.1435,0.10389312,104.49,0.1335,0.0,BTC-2AUG19-9000-C,9774.39,93.2,0.099,9.0,0.105,6.0,106.98,4.32719,-32.87906,1.17819,0.00023,0.74322
9987.0,BTC-27DEC19,1564138740429,open,0.66,4.0,0.6175,0.697,0.65739621,98.86,0.64,0.0,BTC-27DEC19-3500-C,9774.39,0.0,0.5955,8.0,0.7195,8.0,188.01,3.831,-1.23064,13.35839,1e-05,0.97468
