underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,estimated_delivery_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
9432.4,BTC-26JUN20,1592132339995,open,0.22,0.0,0.185,0.268,0.2239218,74.96,None,0.0,BTC-26JUN20-11500-P,9420.88,9420.88,0.0,0.185,0.1,0.2675,1.5,163.22,2.55377,-8.05973,-3.50749,0.00012,-0.91898
9604.41,BTC-25DEC20,1592132339998,open,0.16,328.7,0.111,0.228,0.16524927,74.99,0.1635,0.0,BTC-25DEC20-11000-C,9420.88,9420.88,74.22,0.163,20.0,0.1675,24.2,75.77,27.91642,-5.39923,17.58724,8e-05,0.50999
9425.61,SYN.BTC-19JUN20,1592132340037,open,0.12,0.0,0.0825,0.155,0.116965,66.69,None,0.0,BTC-19JUN20-10500-P,9420.88,9420.88,47.15,0.1145,0.1,0.1535,1.5,173.98,1.71922,-11.75787,-1.29729,0.00022,-0.91339
236.27,SYN.ETH-16JUN20,1592132340039,open,0.0,0.0845,0.142,0.112647,100.54,None,0.0,ETH-16JUN20-210-C,236.2,236.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01671,-0.44778,0.0102,0.00579,0.95271
236.27,SYN.ETH-16JUN20,1592132340041,open,100.0,0.0001,0.016,0.001451,100.54,0.001,0.0,ETH-16JUN20-210-P,236.2,236.2,93.51,0.001,350.0,0.002,450.0,107.64,0.01671,-0.34277,-0.00059,0.00579,-0.04729
236.27,SYN.ETH-16JUN20,1592132340041,open,0.0,0.0001,0.016,0.00111,78.96,None,0.0,ETH-16JUN20-260-C,236.2,236.2,68.47,0.0005,450.0,0.002,450.0,89.39,0.01697,-0.26235,0.00057,0.00749,0.04823
236.27,SYN.ETH-16JUN20,1592132340041,open,0.0,0.069,0.138,0.101534,78.96,None,0.0,ETH-16JUN20-260-P,236.2,236.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01697,-0.35723,-0.01279,0.00749,-0.95177
9432.4,BTC-26JUN20,1592132340048,open,0.17,32.7,0.135,0.2155,0.17292448,68.25,0.1275,0.0,BTC-26JUN20-11000-P,9420.88,9420.88,0.0,0.135,0.1,0.214,1.5,144.13,3.35404,-9.6374,-3.23891,0.00017,-0.88246
9432.41,BTC-26JUN20,1592132340055,open,0.21,3.6,0.182,0.2415,0.21061638,92.44,0.2255,0.0,BTC-26JUN20-7500-C,9420.88,9420.88,0.0,0.1865,1.5,0.241,0.1,170.75,2.3441,-9.12341,2.20041,9e-05,0.92761
236.67,ETH-26JUN20,1592132340060,open,0.2,463.0,0.152,0.234,0.189597,72.06,0.191,0.0,ETH-26JUN20-280-P,236.2,236.2,61.54,0.1865,9.0,0.194,6.0,83.63,0.08008,-0.24294,-0.08316,0.0061,-0.89037
236.67,ETH-26JUN20,1592132340061,open,0.2,463.0,0.152,0.234,0.189597,72.06,0.191,0.0,ETH-26JUN20-280-P,236.2,236.2,61.54,0.1865,6.0,0.194,6.0,83.63,0.08008,-0.24294,-0.08316,0.0061,-0.89037
236.67,ETH-26JUN20,1592132340062,open,0.2,463.0,0.152,0.234,0.189597,72.06,0.191,0.0,ETH-26JUN20-280-P,236.2,236.2,61.54,0.1865,3.0,0.194,6.0,83.63,0.08008,-0.24294,-0.08316,0.0061,-0.89037
9425.61,SYN.BTC-19JUN20,1592132340084,open,0.09,0.3,0.058,0.129,0.0919499,62.14,0.0815,0.0,BTC-19JUN20-10250-P,9420.88,9420.88,38.54,0.088,0.1,0.11,1.5,115.85,2.29092,-14.59771,-1.21257,0.00031,-0.87111
236.67,ETH-26JUN20,1592132340214,open,0.2,463.0,0.152,0.234,0.189597,72.06,0.191,0.0,ETH-26JUN20-280-P,236.2,236.2,59.44,0.186,1.0,0.194,6.0,83.63,0.08008,-0.24294,-0.08316,0.0061,-0.89037
236.67,ETH-26JUN20,1592132340345,open,0.12,970.0,0.078,0.1555,0.1129,64.22,0.135,0.0,ETH-26JUN20-260-P,236.2,236.2,59.75,0.1105,1.0,0.152,28.0,125.72,0.1282,-0.34666,-0.06833,0.01095,-0.77447
236.67,ETH-26JUN20,1592132340345,open,0.02,7585.0,0.0001,0.04,0.014277,64.22,0.0135,0.0,ETH-26JUN20-260-C,236.2,236.2,61.82,0.013,1129.0,0.0155,620.0,66.44,0.1282,-0.34666,0.01627,0.01095,0.22553
9432.41,BTC-26JUN20,1592132340387,open,0.21,3.6,0.182,0.2415,0.21061638,92.44,0.2255,0.0,BTC-26JUN20-7500-C,9420.88,9420.88,0.0,0.187,0.1,0.241,0.1,170.75,2.3441,-9.12341,2.20041,9e-05,0.92761
240.01,ETH-25DEC20,1592132340412,open,0.17,22509.0,0.1205,0.244,0.171704,79.38,0.1685,0.0,ETH-25DEC20-280-C,236.2,236.2,78.1,0.168,271.0,0.1755,441.0,80.68,0.69766,-0.14282,0.43016,0.00287,0.50912
240.01,ETH-25DEC20,1592132340414,open,0.04,8099.0,0.017,0.101,0.043452,89.29,0.056,0.0,ETH-25DEC20-560-C,236.2,236.2,87.92,0.041,300.0,0.046,1.0,90.69,0.43318,-0.09975,0.15418,0.00159,0.16439
9425.61,SYN.BTC-19JUN20,1592132340444,open,0.15,10.0,0.1255,0.183,0.15372224,90.99,0.18,0.0,BTC-19JUN20-8000-C,9420.88,9420.88,0.0,0.0005,0.1,0.0,0.0,0.0,1.1853,-11.05965,0.99819,0.00011,0.94652
236.67,ETH-26JUN20,1592132340473,open,0.2,463.0,0.152,0.234,0.189597,72.06,0.191,0.0,ETH-26JUN20-280-P,236.2,236.2,59.44,0.186,4.0,0.194,6.0,83.63,0.08008,-0.24294,-0.08316,0.0061,-0.89037
9432.42,BTC-26JUN20,1592132340475,open,0.36,253.5,0.3445,0.388,0.36512839,121.39,0.36,0.0,BTC-26JUN20-6000-C,9420.88,9420.88,0.0,0.3535,0.1,0.388,0.1,234.12,0.63659,-3.2534,1.90299,2e-05,0.98521
9432.41,BTC-26JUN20,1592132340525,open,0.12,15.0,0.087,0.1645,0.12392424,62.26,0.1505,0.0,BTC-26JUN20-10500-P,9420.88,9420.88,41.95,0.116,0.5,0.131,0.5,75.82,4.53276,-11.88168,-2.88327,0.00025,-0.81557
9432.41,BTC-26JUN20,1592132340537,open,0.11,36.3,0.08,0.1465,0.113101,70.95,0.1165,0.0,BTC-26JUN20-8500-C,9420.88,9420.88,49.65,0.104,0.1,0.1465,0.1,129.68,4.61963,-13.80061,2.1382,0.00022,0.80982
9421.73,SYN.BTC-15JUN20,1592132340554,open,0.05,0.1,0.018,0.082,0.04883484,60.44,0.043,0.0,BTC-15JUN20-9875-P,9420.88,9420.88,0.0,0.045,1.5,0.053,3.0,102.97,0.53471,-16.1579,-0.22399,0.00042,-0.94208
9425.61,SYN.BTC-19JUN20,1592132340584,open,0.08,0.1,0.0475,0.11,0.07867342,68.07,0.0765,0.0,BTC-19JUN20-8750-C,9420.88,9420.88,48.5,0.074,0.1,0.11,0.2,153.81,2.67611,-18.67949,0.95559,0.00033,0.83763
9421.73,SYN.BTC-15JUN20,1592132340604,open,0.05,0.1,0.018,0.082,0.04883489,60.44,0.043,0.0,BTC-15JUN20-9875-P,9420.88,9420.88,0.0,0.0445,3.0,0.053,3.0,102.97,0.53471,-16.1579,-0.22399,0.00042,-0.94208
9421.73,SYN.BTC-15JUN20,1592132340650,open,0.06,0.0,0.0305,0.095,0.06162693,60.44,None,0.0,BTC-15JUN20-10000-P,9420.88,9420.88,0.0,0.057,3.0,0.066,3.0,117.55,0.25048,-7.56905,-0.2348,0.00019,-0.97711
9422.7,SYN.BTC-16JUN20,1592132340653,open,0.0,0.0315,0.0975,0.06300685,60.45,None,0.0,BTC-16JUN20-10000-P,9420.88,9420.88,49.83,0.062,0.1,0.067,4.0,86.41,1.08271,-17.44808,-0.47191,0.00039,-0.91156
237.53,SYN.ETH-31JUL20,1592132340668,open,0.46,0.0,0.3975,0.5095,0.447188,78.09,None,0.0,ETH-31JUL20-340-P,236.2,236.2,60.06,0.4365,1.0,0.0,0.0,0.0,0.17697,-0.14741,-0.40278,0.00313,-0.87321
237.53,SYN.ETH-31JUL20,1592132340668,open,0.02,1980.0,0.001,0.0445,0.015739,78.09,0.0185,0.0,ETH-31JUL20-340-C,236.2,236.2,76.39,0.0145,620.0,0.017,320.0,79.75,0.17697,-0.14741,0.03387,0.00313,0.12679
237.53,SYN.ETH-31JUL20,1592132340670,open,0.02,2883.0,0.006,0.053,0.020994,75.1,0.024,0.0,ETH-31JUL20-320-C,236.2,236.2,73.39,0.0195,556.0,0.0225,256.0,76.76,0.21156,-0.16947,0.04402,0.00389,0.16532
237.53,SYN.ETH-31JUL20,1592132340670,open,0.38,0.0,0.32,0.429,0.36824,75.1,None,0.0,ETH-31JUL20-320-P,236.2,236.2,64.99,0.36,1.0,0.413,20.0,115.7,0.21156,-0.16947,-0.36694,0.00389,-0.83468
9422.7,SYN.BTC-16JUN20,1592132340683,open,0.0,0.02,0.0845,0.05070773,57.63,None,0.0,BTC-16JUN20-9875-P,9420.88,9420.88,48.83,0.0495,0.1,0.0545,4.0,78.36,1.44846,-22.25037,-0.44458,0.00055,-0.86742
236.67,ETH-26JUN20,1592132340704,open,0.02,20858.0,0.0035,0.046,0.018432,65.14,0.0195,0.0,ETH-26JUN20-220-P,236.2,236.2,63.51,0.0175,284.0,0.0195,8.0,67.01,0.13512,-0.37059,-0.02053,0.01138,-0.24814
9425.61,SYN.BTC-19JUN20,1592132340722,open,0.06,32.7,0.0255,0.0865,0.05565405,60.71,0.06,0.0,BTC-19JUN20-9000-C,9420.88,9420.88,48.62,0.0515,0.1,0.0865,0.2,136.17,3.41686,-21.27257,0.88183,0.00047,0.75603
