underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
190.89,ETH-26JUN20,1580554740456,open,0.03,930.0,0.011,0.065,0.031947,94.18,0.036,0.0,ETH-26JUN20-440-C,181.25,91.98,0.029,420.0,0.035,420.0,96.37,0.26151,-0.08442,0.07833,0.00191,0.13462
190.89,ETH-26JUN20,1580554740456,open,0.29,412.0,0.235,0.329,0.282919,83.67,0.289,0.0,ETH-26JUN20-160-C,181.25,68.44,0.251,47.0,0.289,180.0,86.55,0.40256,-0.11545,0.33738,0.0033,0.72515
185.54,ETH-27MAR20,1580554740456,open,0.05,5708.0,0.028,0.089,0.056049,77.94,0.05,0.0,ETH-27MAR20-160-P,181.25,74.71,0.052,276.0,0.06,468.0,81.06,0.23368,-0.16595,-0.08836,0.00579,-0.26071
185.54,ETH-27MAR20,1580554740456,open,0.0,13638.0,0.001,0.011,0.001164,116.43,0.003,0.0,ETH-27MAR20-600-C,181.25,0.0,0.0,0.0,0.002,300.0,123.8,0.01714,-0.01818,0.00213,0.00028,0.0088
185.54,ETH-27MAR20,1580554740456,open,0.01,2525.0,0.003,0.032,0.012908,92.28,0.015,0.0,ETH-27MAR20-320-C,181.25,89.11,0.011,800.0,0.015,560.0,95.5,0.11627,-0.09776,0.02134,0.00243,0.08942
190.89,ETH-26JUN20,1580554740456,open,0.02,1681.0,0.004,0.042,0.016902,97.8,0.016,0.0,ETH-26JUN20-560-C,181.25,95.62,0.015,420.0,0.019,129.0,100.04,0.17277,-0.05791,0.04518,0.00121,0.07612
185.54,ETH-27MAR20,1580554740456,open,0.05,4810.0,0.02,0.079,0.046393,85.13,0.045,0.0,ETH-27MAR20-240-C,181.25,84.04,0.045,19.0,0.048,287.0,86.38,0.2376,-0.1843,0.0622,0.00539,0.26939
183.35,SYN.ETH-28FEB20,1580554740456,open,0.0,730.0,0.001,0.013,0.003943,93.21,0.007,0.0,ETH-28FEB20-120-P,181.25,88.45,0.003,800.0,0.005,93.0,97.85,0.0391,-0.06781,-0.00536,0.00169,-0.03573
183.35,SYN.ETH-28FEB20,1580554740470,open,0.05,4900.0,0.022,0.078,0.047866,75.93,0.057,0.0,ETH-28FEB20-200-C,181.25,73.14,0.045,274.0,0.051,466.0,78.97,0.18865,-0.2665,0.04416,0.01004,0.37494
183.35,SYN.ETH-28FEB20,1580554740472,open,0.25,113.0,0.218,0.274,0.24645,80.7,0.233,0.0,ETH-28FEB20-140-C,181.25,45.65,0.237,35.0,0.263,35.0,111.16,0.08073,-0.12121,0.0896,0.00404,0.91009
