underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,estimated_delivery_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
180.59,ETH-26JUN20,1587639540148,open,0.11,206.0,0.0545,0.1705,0.107026,100.96,0.105,0.0,ETH-26JUN20-160-P,181.23,181.23,99.24,0.1045,261.0,0.1095,450.0,102.63,0.26627,-0.21042,-0.13158,0.00462,-0.30931
181.21,SYN.ETH-24APR20,1587639540308,open,0.02,3072.0,0.0015,0.047,0.02092,89.21,0.0235,0.0,ETH-24APR20-180-C,181.23,181.23,76.61,0.0185,2.0,0.023,425.0,100.01,0.03487,-1.5553,0.00239,0.04962,0.5696
7076.04,SYN.BTC-24APR20,1587639540422,open,0.0,866.2,0.0005,0.016,0.00123847,109.42,0.001,0.0,BTC-24APR20-6500-P,7076.08,7076.08,104.7,0.001,23.4,0.0015,2.5,114.07,0.37767,-8.76454,-0.00931,0.00029,-0.05358
180.61,ETH-26JUN20,1587639540422,open,0.22,1295.0,0.157,0.2805,0.221067,100.95,0.23,0.0,ETH-26JUN20-160-C,181.23,181.23,95.12,0.2125,450.0,0.226,450.0,104.28,0.26626,-0.21041,0.14845,0.00462,0.69078
7075.76,SYN.BTC-1MAY20,1587639540430,open,0.01,142.1,0.0005,0.028,0.0084821,63.43,0.0075,0.0,BTC-1MAY20-7750-C,7076.08,7076.08,62.15,0.008,0.2,0.009,43.1,64.78,2.68992,-10.83163,0.25591,0.00039,0.1761
7073.57,BTC-26JUN20,1587639540432,open,0.01,631.9,0.0005,0.0255,0.00672113,101.95,0.0065,0.0,BTC-26JUN20-16000-C,7076.08,7076.08,100.05,0.006,69.0,0.0075,35.1,103.87,2.78046,-2.21894,0.46784,3e-05,0.04451
7075.76,SYN.BTC-1MAY20,1587639540434,open,0.01,113.5,0.0005,0.0295,0.00872643,81.49,0.0085,0.0,BTC-1MAY20-6250-P,7076.08,7076.08,79.19,0.008,43.0,0.0095,38.1,83.86,2.27289,-11.75864,-0.2216,0.00026,-0.13642
7076.05,SYN.BTC-24APR20,1587639540436,open,0.01,1309.1,0.0005,0.0315,0.00693645,59.28,0.0055,0.0,BTC-24APR20-7000-P,7076.08,7076.08,54.08,0.006,66.2,0.008,59.1,65.11,1.28311,-38.02822,-0.06051,0.0018,-0.3495
7075.76,SYN.BTC-1MAY20,1587639540437,open,0.0,122.4,0.0005,0.0185,0.00363886,71.62,0.004,0.0,BTC-1MAY20-8250-C,7076.08,7076.08,70.94,0.0035,23.0,0.004,10.0,73.21,1.54128,-7.00781,0.11617,0.0002,0.07973
7173.66,SYN.BTC-25DEC20,1587639540438,open,0.02,17.3,0.003,0.0535,0.01798558,96.53,0.0185,0.0,BTC-25DEC20-32000-C,7076.08,7076.08,95.6,0.017,10.0,0.019,15.0,97.45,7.72558,-1.51648,2.41405,2e-05,0.06794
7173.66,SYN.BTC-25DEC20,1587639540440,open,0.03,13.2,0.0075,0.075,0.0304947,91.99,0.032,0.0,BTC-25DEC20-24000-C,7076.08,7076.08,91.35,0.0295,0.4,0.0315,15.0,92.63,11.13323,-2.08269,3.88364,3e-05,0.11086
7173.66,SYN.BTC-25DEC20,1587639540442,open,0.04,53.1,0.013,0.094,0.04298306,89.34,0.0455,0.0,BTC-25DEC20-20000-C,7076.08,7076.08,88.3,0.041,6.4,0.045,46.0,90.38,13.79706,-2.50675,5.22638,4e-05,0.15114
180.61,ETH-26JUN20,1587639540685,open,0.11,206.0,0.0545,0.1705,0.107026,100.95,0.105,0.0,ETH-26JUN20-160-P,181.23,181.23,99.27,0.1045,261.0,0.109,450.0,102.32,0.26626,-0.21041,-0.13155,0.00462,-0.30922
181.22,SYN.ETH-24APR20,1587639541032,open,0.02,868.0,0.0005,0.04,0.014236,89.22,0.017,0.0,ETH-24APR20-180-P,181.23,181.23,77.7,0.012,1.0,0.0165,432.0,101.1,0.03486,-1.5552,-0.00193,0.0496,-0.4299
181.14,SYN.ETH-1MAY20,1587639541043,open,0.03,276.0,0.006,0.0515,0.024774,87.38,0.024,0.0,ETH-1MAY20-170-P,181.23,181.23,81.8,0.022,274.0,0.0275,724.0,92.77,0.09081,-0.50375,-0.01223,0.01468,-0.28815
