underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
172.84,SYN.ETH-27MAR20,1567076340048,open,0.07,25.0,0.034,0.114,0.0729,91.73,0.085,0.0,ETH-27MAR20-360-C,168.74,87.89,0.064,273.0,0.079,110.0,94.27,0.40915,-0.08899,0.16766,0.00258,0.2408
9688.57,SYN.BTC-27MAR20,1567076340079,open,0.18,17.8,0.123,0.2305,0.17865093,84.86,0.1765,0.0,BTC-27MAR20-12000-C,9449.23,82.34,0.171,14.0,0.1815,5.0,85.8,29.37773,-5.91101,17.78184,6e-05,0.49633
9476.79,BTC-27SEP19,1567076340083,open,0.21,291.8,0.165,0.2415,0.20319438,85.83,0.2145,0.0,BTC-27SEP19-11000-P,9449.23,77.39,0.195,7.7,0.2095,14.2,92.1,9.39962,-13.96901,-6.69887,0.00015,-0.69031
9476.79,BTC-27SEP19,1567076340085,open,0.21,291.8,0.165,0.2415,0.20319438,85.83,0.2145,0.0,BTC-27SEP19-11000-P,9449.23,77.39,0.195,7.7,0.209,3.7,91.61,9.39962,-13.96901,-6.69887,0.00015,-0.69031
9688.57,SYN.BTC-27MAR20,1567076340093,open,0.02,3.1,0.0065,0.0515,0.02380614,93.67,0.0325,0.0,BTC-27MAR20-32000-C,9449.23,92.63,0.0225,0.1,0.0245,6.0,94.22,12.26057,-2.72317,3.87748,2e-05,0.09308
9456.75,SYN.BTC-6SEP19,1567076340096,open,0.11,9.0,0.089,0.1415,0.11592011,89.7,0.1115,0.0,BTC-6SEP19-8500-C,9449.23,80.83,0.1125,6.0,0.1165,6.0,91.15,3.77799,-21.51563,1.41487,0.00022,0.80931
168.89,SYN.ETH-6SEP19,1567076340135,open,0.1,204.0,0.055,0.131,0.093095,89.19,0.105,0.0,ETH-6SEP19-180-P,168.74,79.56,0.088,120.0,0.097,320.0,96.41,0.09058,-0.51291,-0.02756,0.0165,-0.66308
9688.57,SYN.BTC-27MAR20,1567076340179,open,0.44,0.1,0.4085,0.477,0.44348986,83.32,0.4775,0.0,BTC-27MAR20-6000-C,9449.23,77.04,0.433,10.0,0.446,10.0,84.79,16.51534,-3.26266,23.22637,4e-05,0.85843
172.84,SYN.ETH-27MAR20,1567076340208,open,0.06,109.0,0.025,0.098,0.059439,93.01,0.064,0.0,ETH-27MAR20-400-C,168.74,91.39,0.056,2.0,0.062,110.0,94.2,0.37034,-0.08167,0.14267,0.00231,0.20231
169.28,ETH-27SEP19,1567076340214,open,0.02,1453.0,0.007,0.043,0.022583,90.31,0.025,0.0,ETH-27SEP19-220-C,168.74,88.15,0.021,110.0,0.024,128.0,92.19,0.12615,-0.19726,0.02146,0.00616,0.18279
169.28,ETH-27SEP19,1567076340218,open,0.01,1785.0,0.001,0.019,0.007385,94.59,0.012,0.0,ETH-27SEP19-260-C,168.74,90.69,0.006,110.0,0.009,160.0,98.67,0.06355,-0.10408,0.00831,0.00296,0.06945
171.06,ETH-27DEC19,1567076340224,open,0.0,2360.0,0.001,0.015,0.004945,103.22,0.003,0.0,ETH-27DEC19-640-C,168.74,96.73,0.003,110.0,0.007,650.0,108.4,0.06017,-0.0259,0.01211,0.00061,0.0265
169.28,ETH-27SEP19,1567076340242,open,0.07,935.0,0.041,0.106,0.074877,89.65,0.078,0.0,ETH-27SEP19-180-C,168.74,85.27,0.07,400.0,0.077,394.0,91.55,0.18864,-0.29283,0.05067,0.00928,0.45325
168.76,SYN.ETH-30AUG19,1567076340261,open,0.05,40.0,0.024,0.086,0.056065,107.52,0.05,0.0,ETH-30AUG19-160-C,168.74,49.27,0.052,40.0,0.058,40.0,123.4,0.01924,-1.03444,0.00322,0.02619,0.85037
168.76,SYN.ETH-30AUG19,1567076340281,open,0.0,1212.0,0.001,0.011,5.5e-05,125.0,0.001,0.0,ETH-30AUG19-200-C,168.74,0.0,0.0,0.0,0.001,203.0,180.33,0.00076,-0.00932,1e-05,0.0009,0.00304
168.76,SYN.ETH-30AUG19,1567076340285,open,0.0,4065.0,0.001,0.011,0.0,125.0,0.001,0.0,ETH-30AUG19-340-C,168.74,0.0,0.0,0.0,0.001,200.0,500.0,0.0,0.0,0.0,0.0,0.0
171.06,ETH-27DEC19,1567076340287,open,0.32,2769.0,0.247,0.37,0.310489,87.97,0.225,0.0,ETH-27DEC19-200-P,168.74,85.13,0.304,24.0,0.316,202.0,90.38,0.39043,-0.14326,-0.46832,0.00462,-0.52311
169.28,ETH-27SEP19,1567076340287,open,0.0,3419.0,0.001,0.011,1.2e-05,124.99,0.001,0.0,ETH-27SEP19-640-C,168.74,0.0,0.0,0.0,0.001,437.0,175.31,0.00028,-0.00061,2e-05,1e-05,0.00015
169.28,ETH-27SEP19,1567076340289,open,3.28,0.0,3.13,3.385,3.253562,166.19,None,0.0,ETH-27SEP19-720-P,168.74,0.0,0.0,0.0,0.0,0.0,0.0,0.00315,-0.00907,-0.56936,8e-05,-0.9979
168.76,SYN.ETH-30AUG19,1567076340293,open,0.0,3.0,0.001,0.011,0.0,125.0,0.002,0.0,ETH-30AUG19-130-P,168.74,0.0,0.0,0.0,0.001,203.0,267.61,0.0,-2e-05,0.0,0.0,-1e-05
169.28,ETH-27SEP19,1567076340295,open,2.8,0.0,2.671,2.897,2.780954,153.48,None,0.0,ETH-27SEP19-640-P,168.74,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,-0.00834,-0.50607,9e-05,-0.99791
168.76,SYN.ETH-30AUG19,1567076340295,open,0.0,384.0,0.001,0.011,0.000599,125.0,0.002,0.0,ETH-30AUG19-150-P,168.74,0.0,0.0,0.0,0.002,400.0,157.47,0.00488,-0.10103,-0.0001,0.00571,-0.0253
169.28,ETH-27SEP19,1567076340297,open,0.0,2951.0,0.001,0.011,0.00113,110.59,0.006,0.0,ETH-27SEP19-360-C,168.74,0.0,0.0,0.0,0.002,360.0,118.86,0.01444,-0.02765,0.0014,0.00058,0.0116
169.28,ETH-27SEP19,1567076340297,open,0.0,5739.0,0.001,0.011,0.000619,115.44,0.001,0.0,ETH-27SEP19-400-C,168.74,0.0,0.0,0.0,0.001,320.0,121.65,0.00864,-0.01727,0.00078,0.00033,0.00646
171.06,ETH-27DEC19,1567076340297,open,0.0,2472.0,0.001,0.013,0.00378,103.22,0.005,0.0,ETH-27DEC19-680-C,168.74,88.74,0.001,100.0,0.006,540.0,109.78,0.04908,-0.02113,0.00957,0.00049,0.02081
169.28,ETH-27SEP19,1567076340315,open,0.0,1938.0,0.001,0.011,0.001378,106.11,0.003,0.0,ETH-27SEP19-340-C,168.74,0.0,0.0,0.0,0.002,201.0,111.43,0.01736,-0.0319,0.00174,0.00072,0.01435
169.28,ETH-27SEP19,1567076340315,open,0.0,1897.0,0.001,0.011,0.000977,115.22,0.004,0.0,ETH-27SEP19-380-C,168.74,0.0,0.0,0.0,0.002,360.0,125.79,0.01249,-0.02492,0.00118,0.00048,0.00982
169.28,ETH-27SEP19,1567076340315,open,3.51,0.0,3.36,3.628,3.48987,172.2,None,0.0,ETH-27SEP19-760-P,168.74,0.0,0.0,0.0,0.0,0.0,0.0,0.00319,-0.00952,-0.601,8e-05,-0.99787
169.28,ETH-27SEP19,1567076340315,open,0.0,2698.0,0.001,0.011,3e-06,125.0,0.001,0.0,ETH-27SEP19-720-C,168.74,0.0,0.0,0.0,0.001,421.0,188.17,8e-05,-0.00017,1e-05,0.0,4e-05
171.06,ETH-27DEC19,1567076340315,open,0.14,861.0,0.092,0.185,0.141377,88.0,0.14,0.0,ETH-27DEC19-200-C,168.74,85.64,0.136,212.0,0.144,200.0,89.15,0.39044,-0.14331,0.18854,0.00462,0.47696
169.28,ETH-27SEP19,1567076340315,open,0.01,2949.0,0.003,0.029,0.012808,92.48,0.016,0.0,ETH-27SEP19-240-C,168.74,89.0,0.011,110.0,0.014,160.0,94.64,0.09112,-0.14591,0.01338,0.00435,0.11275
