underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,estimated_delivery_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
195.19,SYN.ETH-1MAY20,1587985140032,open,0.0,1281.0,0.0005,0.0165,0.001726,110.42,0.003,0.0,ETH-1MAY20-240-C,195.25,195.25,107.73,0.0015,192.0,0.002,450.0,113.43,0.01706,-0.24306,0.00078,0.00382,0.03924
195.19,SYN.ETH-1MAY20,1587985140032,open,0.23,0.0,0.1945,0.2725,0.231327,110.42,0.4155,0.0,ETH-1MAY20-240-P,195.25,195.25,0.0,0.0015,104.0,0.7325,10.0,500.0,0.01706,-0.24306,-0.02471,0.00382,-0.96076
195.07,SYN.ETH-8MAY20,1587985140062,open,0.01,722.0,0.0005,0.019,0.004463,102.45,0.0055,0.0,ETH-8MAY20-260-C,195.25,195.25,100.2,0.004,300.0,0.005,450.0,104.91,0.04127,-0.1944,0.00336,0.00355,0.06223
195.07,SYN.ETH-8MAY20,1587985140068,open,0.0,1320.0,0.0005,0.0185,0.003729,108.77,0.0045,0.0,ETH-8MAY20-270-C,195.25,195.25,107.48,0.0035,300.0,0.004,450.0,110.25,0.03515,-0.17577,0.00273,0.00285,0.05076
195.24,SYN.ETH-28APR20,1587985140071,open,0.12,1.0,0.0945,0.162,0.12699,101.74,0.12,0.0,ETH-28APR20-220-P,195.25,195.25,0.0,0.0005,50.0,1.6375,1.0,500.0,0.00229,-0.11664,-0.00524,0.00246,-0.99114
195.19,SYN.ETH-1MAY20,1587985140076,open,0.33,0.0,0.2935,0.3765,0.332783,126.04,None,0.0,ETH-1MAY20-260-P,195.25,195.25,0.0,0.0005,277.0,0.834,10.0,500.0,0.00808,-0.13139,-0.02729,0.00158,-0.98393
195.19,SYN.ETH-1MAY20,1587985140076,open,0.0,652.0,0.0005,0.0155,0.000716,126.04,0.001,0.0,ETH-1MAY20-260-C,195.25,195.25,120.19,0.0005,4.0,0.001,450.0,132.17,0.00808,-0.13139,0.00032,0.00158,0.01607
195.19,SYN.ETH-1MAY20,1587985140119,open,0.28,0.0,0.244,0.3235,0.28174,115.22,None,0.0,ETH-1MAY20-250-P,195.25,195.25,0.0,0.0015,104.0,0.783,10.0,500.0,0.01032,-0.15343,-0.02612,0.00221,-0.97858
195.19,SYN.ETH-1MAY20,1587985140119,open,0.0,115.0,0.0005,0.0155,0.000906,115.22,0.001,0.0,ETH-1MAY20-250-C,195.25,195.25,106.02,0.0005,755.0,0.0015,450.0,124.71,0.01032,-0.15343,0.00043,0.00221,0.02142
195.07,SYN.ETH-8MAY20,1587985140215,open,0.14,0.0,0.105,0.185,0.143981,81.32,None,0.0,ETH-8MAY20-220-P,195.26,195.26,58.69,0.134,1.0,0.194,42.0,163.67,0.09859,-0.3686,-0.05395,0.01069,-0.78425
