underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,estimated_delivery_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
6917.22,SYN.BTC-25DEC20,1586689140068,open,0.26,26.9,0.1825,0.3315,0.25850233,94.25,0.2585,0.0,BTC-25DEC20-8000-C,6843.42,6843.42,92.88,0.254,0.5,0.263,20.0,95.63,22.6387,-4.15319,15.83226,7e-05,0.58372
6841.48,SYN.BTC-17APR20,1586689140070,open,0.1,3.6,0.0635,0.128,0.09671517,88.95,0.1025,0.0,BTC-17APR20-6250-C,6843.42,6843.42,57.54,0.089,0.1,0.0965,0.5,88.31,2.04528,-18.6574,0.66473,0.00037,0.82405
6842.65,SYN.BTC-14APR20,1586689140092,open,0.1,0.006,0.062,0.03120154,60.01,0.0335,0.0,BTC-14APR20-7000-P,6843.42,6843.42,59.12,0.031,0.1,0.053,5.0,139.96,1.72091,-27.52954,-0.25498,0.00119,-0.69391
6917.22,SYN.BTC-25DEC20,1586689140116,open,0.26,26.9,0.1825,0.3315,0.2584936,94.25,0.2585,0.0,BTC-25DEC20-8000-C,6843.42,6843.42,92.88,0.254,0.5,0.263,23.9,95.63,22.6387,-4.15319,15.83226,7e-05,0.58372
157.24,SYN.ETH-24APR20,1586689140400,open,0.14,1024.0,0.102,0.171,0.13913,105.11,0.13,0.0,ETH-24APR20-140-C,157.5,157.5,64.98,0.119,26.0,0.1655,26.0,149.7,0.08811,-0.38994,0.03178,0.01042,0.76029
157.24,SYN.ETH-24APR20,1586689140416,open,0.19,298.0,0.1565,0.2215,0.190946,113.63,0.2615,0.0,ETH-24APR20-130-C,157.5,157.5,64.56,0.1755,1.0,0.208,1.0,149.97,0.06653,-0.31831,0.03365,0.00728,0.84863
157.24,SYN.ETH-24APR20,1586689140416,open,0.12,157.0,0.077,0.1565,0.117643,93.2,0.14,0.0,ETH-24APR20-170-P,157.5,157.5,64.83,0.0995,1.0,0.157,22.0,149.78,0.10526,-0.41305,-0.03917,0.01404,-0.64808
155.85,ETH-26JUN20,1586689140420,open,0.49,503.0,0.388,0.5975,0.491399,107.26,0.406,0.0,ETH-26JUN20-220-P,157.5,157.5,69.66,0.4375,1.0,0.0,0.0,0.0,0.25254,-0.18088,-0.3744,0.00473,-0.67965
156.47,SYN.ETH-29MAY20,1586689140424,open,0.21,59.0,0.159,0.247,0.207281,110.68,0.2185,0.0,ETH-29MAY20-140-C,157.5,157.5,74.69,0.162,1.0,0.285,30.0,171.57,0.19948,-0.23549,0.09578,0.00573,0.68392
156.47,SYN.ETH-29MAY20,1586689140428,open,0.34,0.0,0.298,0.3695,0.336219,117.51,None,0.0,ETH-29MAY20-110-C,157.5,157.5,74.12,0.3065,1.0,0.0,0.0,0.0,0.12927,-0.16203,0.10375,0.0035,0.85252
