underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,estimated_delivery_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
7170.45,SYN.BTC-29MAY20,1587293940311,open,0.09,238.7,0.0485,0.133,0.08796326,76.49,0.092,0.0,BTC-29MAY20-7000-P,7176.32,7176.32,77.69,0.0895,10.0,0.0935,20.5,80.8,9.22579,-8.84888,-3.91905,0.00021,-0.41232
183.69,ETH-25SEP20,1587293940400,open,0.44,728.0,0.378,0.4965,0.440226,107.53,0.43,0.0,ETH-25SEP20-120-C,183.39,183.39,73.16,0.3865,50.0,0.4845,26.0,133.58,0.30647,-0.10371,0.31181,0.00194,0.83018
183.69,ETH-25SEP20,1587293940416,open,0.49,140.0,0.377,0.6085,0.488249,105.24,0.6215,0.0,ETH-25SEP20-240-P,183.39,183.39,69.85,0.397,1.0,1.9845,1.0,500.0,0.48313,-0.16002,-0.8023,0.00313,-0.51512
183.1,SYN.ETH-29MAY20,1587293940418,open,0.23,1113.0,0.193,0.275,0.234787,104.22,0.21,0.0,ETH-29MAY20-150-C,183.39,183.39,74.52,0.207,1.0,0.542,200.0,400.27,0.1821,-0.23797,0.1078,0.00477,0.77368
182.89,ETH-26JUN20,1587293940420,open,0.32,503.0,0.2225,0.407,0.310587,102.63,0.406,0.0,ETH-26JUN20-220-P,183.39,183.39,74.9,0.265,1.0,10.0,1.0,500.0,0.30864,-0.23333,-0.30213,0.00483,-0.57776
182.89,ETH-26JUN20,1587293940422,open,0.23,1286.0,0.1725,0.2985,0.238121,105.34,0.24,0.0,ETH-26JUN20-160-C,183.39,183.39,74.97,0.193,1.0,0.258,1.0,118.56,0.27464,-0.21311,0.15674,0.00419,0.69898
184.49,SYN.ETH-25DEC20,1587293940436,open,0.39,0.0,0.309,0.4775,0.392785,104.76,None,0.0,ETH-25DEC20-200-P,183.39,183.39,74.85,0.2975,1.0,1.32,2.0,500.0,0.57472,-0.12048,-0.95944,0.00235,-0.36682
182.89,ETH-26JUN20,1587293940438,open,0.59,347.0,0.4745,0.6965,0.579428,102.84,1.34,0.0,ETH-26JUN20-280-P,183.39,183.39,69.69,0.544,1.0,10.0,1.0,500.0,0.23953,-0.18146,-0.45894,0.00374,-0.76992
184.49,SYN.ETH-25DEC20,1587293940446,open,3.37,0.0,3.223,3.546,3.374118,109.04,None,0.0,ETH-25DEC20-800-P,183.39,183.39,0.0,0.0,0.0,0.0,0.0,0.0,0.30534,-0.06662,-5.37326,0.0012,-0.88001
184.49,SYN.ETH-25DEC20,1587293940450,open,2.52,0.0,2.391,2.674,2.523683,106.54,None,0.0,ETH-25DEC20-640-P,183.39,183.39,0.0,0.0,0.0,0.0,0.0,0.0,0.38031,-0.08107,-4.24107,0.00153,-0.83407
