underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,estimated_delivery_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
9394.98,BTC-26JUN20,1592564340026,open,0.0,1509.1,0.0001,0.017,0.00247275,99.1,0.0025,0.0,BTC-26JUN20-7500-P,9378.65,9378.65,95.11,0.002,1.4,0.003,71.5,103.18,1.16345,-8.38455,-0.07929,7e-05,-0.04233
9379.42,SYN.BTC-20JUN20,1592564340044,open,0.0,76.6,0.0001,0.0265,0.00348779,42.69,0.0035,0.0,BTC-20JUN20-9500-C,9378.65,9378.65,39.66,0.003,0.6,0.004,44.0,45.79,1.53047,-32.66743,0.0609,0.0017,0.2741
9379.42,SYN.BTC-20JUN20,1592564340106,open,0.04,0.2,0.0025,0.0595,0.02764268,46.36,0.0325,0.0,BTC-20JUN20-9625-P,9378.65,9378.65,0.0,0.026,0.1,0.0405,0.1,127.73,0.97138,-22.51662,-0.20202,0.00099,-0.8701
9470.25,BTC-25SEP20,1592564340134,open,2.85,0.5,2.6915,2.932,2.80458158,106.61,5.18,0.0,BTC-25SEP20-36000-P,9378.65,9378.65,0.0,0.0,0.0,0.0,0.0,0.0,1.96918,-1.07241,-96.19516,1e-05,-0.98394
9394.98,BTC-26JUN20,1592564340133,open,0.29,126.9,0.24,0.321,0.27819349,85.84,0.2165,0.0,BTC-26JUN20-12000-P,9378.65,9378.65,0.0,0.02,2.0,0.3175,1.5,220.51,0.67103,-4.18879,-2.22358,5e-05,-0.97822
9394.98,BTC-26JUN20,1592564340152,open,0.29,126.9,0.24,0.321,0.27819349,85.84,0.2165,0.0,BTC-26JUN20-12000-P,9378.65,9378.65,0.0,0.02,2.0,0.3175,3.0,220.51,0.67103,-4.18879,-2.22358,5e-05,-0.97822
233.97,ETH-25DEC20,1592564340170,open,0.13,0.0,0.0865,0.2045,0.134073,77.82,None,0.0,ETH-25DEC20-300-C,229.94,229.94,76.56,0.1305,281.0,0.1375,281.0,79.03,0.66246,-0.13648,0.36411,0.00301,0.43481
9394.98,BTC-26JUN20,1592564340170,open,0.29,126.9,0.24,0.321,0.27819349,85.84,0.2165,0.0,BTC-26JUN20-12000-P,9378.65,9378.65,0.0,0.02,2.0,0.3175,4.5,220.51,0.67103,-4.18879,-2.22358,5e-05,-0.97822
9394.98,BTC-26JUN20,1592564340191,open,0.29,126.9,0.24,0.321,0.27819349,85.84,0.2165,0.0,BTC-26JUN20-12000-P,9378.65,9378.65,0.0,0.02,2.0,0.3175,6.0,220.51,0.67103,-4.18879,-2.22358,5e-05,-0.97822
9393.67,BTC-26JUN20,1592564340212,open,0.2,2.6,0.1775,0.2325,0.20406303,99.1,0.21,0.0,BTC-26JUN20-7500-C,9378.65,9378.65,0.0,0.179,1.5,0.2325,0.1,207.47,1.16535,-8.39821,1.33336,7e-05,0.95757
