Unnamed: 0.1,date,cost,rmse,penalty,NU,SIGMA,THETA
0,20190609,0.0125436467290337,0.01254365,0.0,0.007361,0.735025,-0.600062
1,20190608,0.0147939388828729,0.01479394,0.0,0.011335,0.7442840000000001,-0.5998359999999999
2,20190607,0.0156797111173366,0.01567971,0.0,0.011325,0.765258,-0.600073
3,20190505,0.0171519459021906,0.01715195,0.0,0.00663,0.61862,-0.599475
4,20190407,0.0501190215466209,0.05011902,0.0,1e-05,0.685009,-0.577056
5,20190404,0.1001508745178795,0.10015087,0.0,1e-05,0.7610899999999999,-0.600893
6,20190408,0.0715550125496301,0.07155501,0.0,1e-05,0.704939,-0.6094149999999999
7,20190423,0.0272025006453766,0.027202499999999998,0.0,0.001754,0.602627,-0.607164
8,20190506,0.0198188946003616,0.01981889,0.0,1e-05,0.639803,-0.60653
9,20190410,0.0146245795212719,0.01462458,0.0,0.003654,0.610232,-0.5950989999999999
10,20190406,0.0476094551021288,0.04760946,0.0,1e-05,0.679546,-0.605244
11,20190424,0.019379476783134,0.01937948,0.0,0.002857,0.604252,-0.603758
12,20190426,0.0176458658166761,0.01764587,0.0,1e-05,0.609368,-0.603743
13,20190612,0.0098637412254935,0.00986374,0.0,0.003063,0.73512,-0.599202
14,20190503,0.0132662471361751,0.01326625,0.0,1e-05,0.6118899999999999,-0.595024
15,20190402,0.0564544727057576,0.05645447,0.0,1e-05,0.610192,-0.596919
16,20190405,0.0654127035401068,0.06541269999999999,0.0,1e-05,0.695793,-0.6137819999999999
17,20190419,0.0333253791289384,0.03332538,0.0,0.050576,0.599327,-0.7017909999999999
18,20190527,0.0747193609130775,0.07471936,0.0,1e-05,0.947655,-0.59812
19,20190430,0.0157061157120782,0.01570612,0.0,0.00218,0.602175,-0.597104
20,20190409,0.0341877836148706,0.03418778,0.0,1e-05,0.680083,-0.561431
21,20190610,0.0118344231334317,0.01183442,0.0,1e-05,0.740526,-0.5476270000000001
22,20190613,0.0108971400230481,0.01089714,0.0,0.00034700000000000003,0.7399020000000001,-0.607969
23,20190411,0.0106632870171864,0.01066329,0.0,1e-05,0.629855,-0.5777140000000001
24,20190604,0.0227877347631032,0.02278773,0.0,1e-05,0.8539709999999999,-0.600722
25,20190508,0.0341495265337408,0.03414953,0.0,1e-05,0.658667,-0.55406
26,20190611,0.0108372228648648,0.01083722,0.0,0.002231,0.739064,-0.628352
27,20190605,0.0214711946961979,0.02147119,0.0,1e-05,0.835599,-0.602063
28,20190529,0.0446951887531788,0.04469519,0.0,1e-05,0.910357,-0.600539
29,20190502,0.019895617445265,0.01989562,0.0,1e-05,0.598382,-0.6098600000000001
30,20190507,0.0269130376453853,0.02691304,0.0,1e-05,0.648412,-0.569966
31,20190531,0.0241275418036961,0.02412754,0.0,1e-05,0.873969,-0.599828
32,20190513,0.0515672579031348,0.05156726,0.0,1e-05,0.827069,-0.537809
33,20190403,0.1080945585800801,0.10809456,0.0,1e-05,0.698436,-0.6056590000000001
34,20190412,0.008044415177381,0.00804442,0.0,0.010582,0.617116,0.13808
35,20190520,0.0714465738706805,0.07144657,0.0,1e-05,0.966254,-0.599341
36,20190606,0.0188196845623369,0.01881968,0.0,1e-05,0.792316,-0.5833699999999999
37,20190420,0.0366462854566023,0.03664629,0.0,0.042261,0.599964,-0.280829
38,20190617,0.0611060166341372,0.06110602,0.0,1e-05,0.8399049999999999,-0.623995
39,20190516,0.0913250949281219,0.09132509,0.0,1e-05,1.030366,-0.600467
40,20190425,0.0181387952509162,0.0181388,0.0,0.001197,0.5969979999999999,-0.610426
41,20190422,0.0309681581698891,0.03096816,0.0,0.017212,0.590065,-0.482219
42,20190519,0.0950164262353953,0.09501643,0.0,1e-05,1.048781,-0.600005
43,20190616,0.0435592035870107,0.0435592,0.0,1e-05,0.790521,-0.589811
44,20190525,0.0194720229151017,0.01947202,0.0,1e-05,0.872339,-0.548625
45,20190618,0.0735777175402003,0.07357772,0.0,1e-05,0.876175,-0.6034649999999999
46,20190509,0.0225749420886779,0.02257494,0.0,1e-05,0.650266,-0.606112
47,20190421,0.0284632940607146,0.02846329,0.0,0.022107,0.591287,-0.269306
48,20190429,0.0207334364237423,0.02073344,0.0,4e-06,0.604248,-0.596775
49,20190511,0.0525760428540262,0.05257604,0.0,1e-05,0.730915,-0.615085
50,20190524,0.0227160028143673,0.022716,0.0,1e-05,0.8727370000000001,-0.59988
51,20190522,0.0360954680336628,0.03609547,0.0,1e-05,0.911127,-0.598986
52,20190512,0.0871817873644015,0.08718179,0.0,1e-05,0.900924,-0.601449
53,20190415,0.0180688555896184,0.01806886,0.0,0.033366,0.60342,-0.184483
54,20190413,0.0183378671027696,0.01833787,0.0,0.013408000000000002,0.596817,-0.070976
55,20190417,0.0320485165556951,0.03204852,0.0,0.025348,0.588015,0.236819
56,20190414,0.021632487590678,0.02163249,0.0,0.032662000000000004,0.5865279999999999,-0.32881
57,20190416,0.0129287538241088,0.01292875,0.0,0.028866000000000006,0.5985560000000001,-0.368594
58,20190614,0.0110528813036148,0.01105288,0.0,0.010786,0.732401,0.085155
59,20190619,0.0459143395152802,0.04591434,0.0,3e-06,0.8372780000000001,-0.595685
60,20190518,0.0576970372775496,0.05769704,0.0,1e-05,0.994579,-0.601375
61,20190504,0.0228572177186336,0.02285722,0.0,0.017484,0.619975,-0.16731500000000002
62,20190603,0.0187312632179089,0.01873126,0.0,0.00487,0.8356959999999999,-0.596816
63,20190427,0.0138368488113314,0.01383685,0.0,0.040952,0.609264,-0.32136
64,20190401,0.0290068274795799,0.02900683,0.0,0.048055,0.531924,0.017058
65,20190523,0.0369145919787144,0.03691459,0.0,1e-05,0.8853209999999999,-0.576907
66,20190521,0.040614388657416,0.04061439,0.0,1e-05,0.929024,-0.601721
67,20190528,0.0658465678863256,0.06584657,0.0,1e-05,0.935733,-0.605954
68,20190621,0.0418789399220822,0.04187894,0.0,1e-05,0.86111,-0.599748
69,20190514,0.0862851120130623,0.08628511,0.0,1e-05,1.0302129999999998,-0.603332
70,20190622,0.0489338615741734,0.04893386,0.0,1e-05,1.029328,-0.6049180000000001
71,20190615,0.0189147482386213,0.01891475,0.0,0.008270999999999999,0.742246,0.247269
72,20190428,0.0132478571511109,0.01324786,0.0,0.034292,0.599585,0.08327799999999999
73,20190624,0.0221683928539106,0.02216839,0.0,1e-05,0.954337,-0.599985
74,20190602,0.0216268295007887,0.02162683,0.0,1e-05,0.844932,-0.718959
75,20190418,0.0332200998121855,0.033220099999999995,0.0,0.007954000000000001,0.52942,-3.1345970000000003
76,20190501,0.0160159701299551,0.01601597,0.0,0.004782,0.597804,0.155945
77,20190601,0.0172893331128941,0.01728933,0.0,1e-05,0.848778,-0.683013
78,20190515,0.0832989434132187,0.08329894,0.0,1e-05,1.002081,-0.606101
79,20190517,0.0692830010862153,0.069283,0.0,1e-05,0.97964,-0.632999
80,20190630,0.0337482246274917,0.03374822,0.0,1e-05,1.009532,-0.569832
81,20190510,0.0251380254290893,0.02513803,0.0,0.007912,0.6631520000000001,-1.66603
82,20190718,0.1048162947667799,0.10481629,0.0,1e-05,1.126008,-0.600676
83,20190707,0.0208596632455628,0.02085966,0.0,1e-05,0.975478,-0.600713
84,20190723,0.0689279893124709,0.06892799,0.0,1e-05,1.060262,-0.58818
85,20190720,0.0596289607492014,0.05962896,0.0,1e-05,1.076251,-0.5999180000000001
86,20190530,0.0590512690280796,0.05905127,0.0,1e-05,0.8990299999999999,-0.608282
87,20190708,0.0174749142813664,0.01747491,0.0,1e-05,0.966034,-0.59843
88,20190724,0.0567110139272698,0.05671101,0.0,1e-05,1.0633549999999998,-0.5822470000000001
89,20190705,0.0249977988591518,0.024997799999999997,0.0,1e-05,0.999668,-0.598282
90,20190801,0.0216455544733327,0.02164555,0.0,1e-05,0.956249,-0.535457
91,20190626,0.0888792425364727,0.08887924,0.0,1e-05,1.067679,-0.5861529999999999
92,20190730,0.0282210825912271,0.02822108,0.0,1e-05,0.980368,-0.60175
93,20190713,0.0188427051165331,0.01884271,0.0,1e-05,1.001755,-0.600381
94,20190629,0.059107000686948,0.05910700000000001,0.0,1e-05,1.0877139999999998,-0.5997979999999999
95,20190714,0.0281471840786863,0.02814718,0.0,1e-05,1.0122870000000002,-0.59545
96,20190726,0.0163217688304317,0.01632177,0.0,1e-05,1.0174379999999998,-0.601528
97,20190712,0.027554458834594,0.02755446,0.0,1e-05,1.021728,-0.601426
98,20190702,0.0482479137271086,0.04824791,0.0,1e-05,1.044583,-0.6005159999999999
99,20190727,0.0169920428491706,0.01699204,0.0,1e-05,0.983129,-0.600318
100,20190716,0.0525591708615375,0.05255917,0.0,1e-05,1.054366,-0.598481
101,20190703,0.0459740169189111,0.04597402,0.0,1e-05,1.024738,-0.6002689999999999
