cost,rmse,penalty,NU,SIGMA,THETA
0.449189,0.449189,0.000000,0.010000,0.612859,-0.600000
0.449189,0.449189,0.000000,0.010000,0.612859,-0.600000
0.449189,0.449189,0.000000,0.010000,0.612859,-0.600000
0.449189,0.449189,0.000000,0.010000,0.612859,-0.600000
0.520730,0.520730,0.000000,0.000010,1.569865,-0.599320
0.061662,0.061662,0.000000,0.005364,1.056927,-0.599684
0.061662,0.061662,0.000000,0.005364,1.056927,-0.599684
0.061662,0.061662,0.000000,0.005364,1.056927,-0.599684
0.061662,0.061662,0.000000,0.005364,1.056927,-0.599684
0.070934,0.070934,0.000000,0.000010,1.102055,-0.598656
0.059156,0.059156,0.000000,0.003696,1.070990,-0.599364
0.059156,0.059156,0.000000,0.003696,1.070990,-0.599364
0.059156,0.059156,0.000000,0.003696,1.070990,-0.599364
0.059156,0.059156,0.000000,0.003696,1.070990,-0.599364
0.049802,0.049802,0.000000,0.000010,1.052120,-0.599326
0.049802,0.049802,0.000000,0.000010,1.052120,-0.599326
0.049802,0.049802,0.000000,0.000010,1.052120,-0.599326
0.049802,0.049802,0.000000,0.000010,1.052120,-0.599326
0.049799,0.049799,0.000000,0.000010,1.051380,-0.599341
0.049799,0.049799,0.000000,0.000010,1.051380,-0.599341
0.049799,0.049799,0.000000,0.000010,1.051380,-0.599341
0.049799,0.049799,0.000000,0.000010,1.051380,-0.599341
