cost,rmse,penalty,NU,SIGMA,THETA
0.086277,0.086277,0.000000,0.010000,0.612859,-0.600000
0.086277,0.086277,0.000000,0.010000,0.612859,-0.600000
0.086277,0.086277,0.000000,0.010000,0.612859,-0.600000
0.086277,0.086277,0.000000,0.010000,0.612859,-0.600000
0.252942,0.252942,0.000000,0.380017,1.111223,-0.600174
0.067066,0.067066,0.000000,0.139143,0.786797,-0.600061
0.067066,0.067066,0.000000,0.139143,0.786797,-0.600061
0.067066,0.067066,0.000000,0.139143,0.786798,-0.600061
0.067066,0.067066,0.000000,0.139143,0.786797,-0.600061
0.136251,0.136251,0.000000,0.479575,0.673104,-0.587708
0.060461,0.060461,0.000000,0.253606,0.748570,-0.595907
0.060461,0.060461,0.000000,0.253606,0.748570,-0.595907
0.060461,0.060461,0.000000,0.253606,0.748570,-0.595907
0.060461,0.060461,0.000000,0.253606,0.748570,-0.595907
0.051227,0.051227,0.000000,0.196945,0.754602,-0.561306
0.051227,0.051227,0.000000,0.196945,0.754602,-0.561306
0.051227,0.051227,0.000000,0.196945,0.754602,-0.561306
0.051227,0.051227,0.000000,0.196945,0.754602,-0.561306
0.052515,0.052515,0.000000,0.088003,0.738369,-0.476965
0.047897,0.047897,0.000000,0.148113,0.747326,-0.523501
0.047897,0.047897,0.000000,0.148113,0.747326,-0.523501
0.047897,0.047897,0.000000,0.148113,0.747326,-0.523501
0.047897,0.047897,0.000000,0.148113,0.747326,-0.523501
0.045487,0.045487,0.000000,0.113327,0.730392,-0.469309
0.045487,0.045487,0.000000,0.113327,0.730392,-0.469309
0.045487,0.045487,0.000000,0.113327,0.730392,-0.469309
0.045487,0.045487,0.000000,0.113327,0.730392,-0.469309
0.043464,0.043464,0.000000,0.111990,0.714473,-0.394047
0.043464,0.043464,0.000000,0.111990,0.714473,-0.394047
0.043464,0.043464,0.000000,0.111990,0.714473,-0.394047
0.043464,0.043464,0.000000,0.111990,0.714473,-0.394047
0.042650,0.042650,0.000000,0.116182,0.715164,-0.350552
0.042650,0.042650,0.000000,0.116182,0.715164,-0.350552
0.042650,0.042650,0.000000,0.116182,0.715164,-0.350552
0.042650,0.042650,0.000000,0.116182,0.715164,-0.350552
0.041121,0.041121,0.000000,0.134457,0.719323,-0.159798
0.041121,0.041121,0.000000,0.134457,0.719323,-0.159798
0.041121,0.041121,0.000000,0.134457,0.719323,-0.159798
0.041121,0.041121,0.000000,0.134457,0.719323,-0.159798
0.040952,0.040952,0.000000,0.124107,0.713944,-0.192569
0.040952,0.040952,0.000000,0.124107,0.713944,-0.192569
0.040952,0.040952,0.000000,0.124107,0.713944,-0.192569
0.040952,0.040952,0.000000,0.124107,0.713944,-0.192569
0.040901,0.040901,0.000000,0.125744,0.713694,-0.169202
0.040901,0.040901,0.000000,0.125744,0.713694,-0.169202
0.040901,0.040901,0.000000,0.125744,0.713694,-0.169202
0.040901,0.040901,0.000000,0.125744,0.713694,-0.169202
0.040898,0.040898,0.000000,0.125668,0.713137,-0.160646
0.040898,0.040898,0.000000,0.125668,0.713137,-0.160646
0.040898,0.040898,0.000000,0.125668,0.713137,-0.160646
0.040898,0.040898,0.000000,0.125668,0.713137,-0.160646
