cost,rmse,penalty,NU,SIGMA,THETA
0.351980,0.351980,0.000000,0.010000,0.612859,-0.600000
0.351980,0.351980,0.000000,0.010000,0.612859,-0.600000
0.351980,0.351980,0.000000,0.010000,0.612859,-0.600000
0.351980,0.351980,0.000000,0.010000,0.612859,-0.600000
0.623326,0.623326,0.000000,0.000010,1.577658,-0.599648
0.040420,0.040420,0.000000,0.006125,0.987051,-0.599863
0.040420,0.040420,0.000000,0.006125,0.987051,-0.599863
0.040420,0.040420,0.000000,0.006125,0.987051,-0.599863
0.040420,0.040420,0.000000,0.006125,0.987051,-0.599863
0.103771,0.103771,0.000000,0.000010,0.855851,-0.599309
0.034486,0.034486,0.000000,0.004549,0.953223,-0.599720
0.034486,0.034486,0.000000,0.004549,0.953223,-0.599720
0.034486,0.034486,0.000000,0.004549,0.953223,-0.599720
0.034486,0.034486,0.000000,0.004549,0.953223,-0.599720
0.030450,0.030450,0.000000,0.000010,0.957513,-0.597929
0.030450,0.030450,0.000000,0.000010,0.957513,-0.597929
0.030450,0.030450,0.000000,0.000010,0.957513,-0.597929
0.030450,0.030450,0.000000,0.000010,0.957513,-0.597929
0.030487,0.030487,0.000000,0.000010,0.952211,-0.598349
0.030352,0.030352,0.000000,0.000010,0.955073,-0.598122
0.030352,0.030352,0.000000,0.000010,0.955073,-0.598122
0.030352,0.030352,0.000000,0.000010,0.955073,-0.598122
0.030352,0.030352,0.000000,0.000010,0.955073,-0.598122
0.042464,0.042464,0.000000,0.011706,0.978965,-0.595213
0.030523,0.030523,0.000000,0.001180,0.957462,-0.597831
0.030349,0.030349,0.000000,0.000155,0.955369,-0.598086
0.030349,0.030349,0.000000,0.000155,0.955369,-0.598086
0.030349,0.030349,0.000000,0.000155,0.955369,-0.598086
0.030349,0.030349,0.000000,0.000155,0.955369,-0.598086
