cost,rmse,penalty,NU,SIGMA,THETA
0.317287,0.317287,0.000000,0.010000,0.612859,-0.600000
0.317287,0.317287,0.000000,0.010000,0.612859,-0.600000
0.317287,0.317287,0.000000,0.010000,0.612859,-0.600000
0.317287,0.317287,0.000000,0.010000,0.612859,-0.600000
0.637066,0.637066,0.000000,0.000010,1.549181,-0.599292
0.073012,0.073012,0.000000,0.006329,0.956970,-0.599740
0.073012,0.073012,0.000000,0.006329,0.956970,-0.599740
0.073012,0.073012,0.000000,0.006329,0.956970,-0.599740
0.073012,0.073012,0.000000,0.006329,0.956970,-0.599740
0.070327,0.070327,0.000000,0.000010,0.858893,-0.599401
0.057186,0.057186,0.000000,0.003003,0.905350,-0.599561
0.057186,0.057186,0.000000,0.003003,0.905350,-0.599561
0.057186,0.057186,0.000000,0.003003,0.905350,-0.599561
0.057186,0.057186,0.000000,0.003003,0.905350,-0.599561
0.044120,0.044120,0.000000,0.000010,0.913685,-0.598760
0.044120,0.044120,0.000000,0.000010,0.913685,-0.598760
0.044120,0.044120,0.000000,0.000010,0.913685,-0.598760
0.044120,0.044120,0.000000,0.000010,0.913685,-0.598760
