cost,rmse,penalty,NU,SIGMA,THETA
0.128308,0.128308,0.000000,0.010000,0.612859,-0.600000
0.128308,0.128308,0.000000,0.010000,0.612859,-0.600000
0.128308,0.128308,0.000000,0.010000,0.612859,-0.600000
0.128308,0.128308,0.000000,0.010000,0.612859,-0.600000
0.795862,0.795862,0.000000,0.000010,1.509848,-0.601299
0.125172,0.125172,0.000000,0.007240,0.860637,-0.600359
0.038107,0.038107,0.000000,0.008601,0.738478,-0.600182
0.038107,0.038107,0.000000,0.008601,0.738478,-0.600182
0.038107,0.038107,0.000000,0.008601,0.738478,-0.600182
0.038107,0.038107,0.000000,0.008601,0.738478,-0.600182
0.040757,0.040757,0.000000,0.000010,0.745840,-0.599952
0.028652,0.028652,0.000000,0.004721,0.741803,-0.600078
0.028652,0.028652,0.000000,0.004721,0.741803,-0.600078
0.028652,0.028652,0.000000,0.004721,0.741803,-0.600078
0.028652,0.028652,0.000000,0.004721,0.741803,-0.600078
0.026181,0.026181,0.000000,0.000010,0.718124,-0.599300
0.026181,0.026181,0.000000,0.000010,0.718124,-0.599300
0.026181,0.026181,0.000000,0.000010,0.718124,-0.599300
0.026181,0.026181,0.000000,0.000010,0.718124,-0.599300
0.035991,0.035991,0.000000,0.003761,0.699643,-0.598549
0.023014,0.023014,0.000000,0.001329,0.711627,-0.599036
0.023014,0.023014,0.000000,0.001329,0.711627,-0.599036
0.023014,0.023014,0.000000,0.001329,0.711627,-0.599036
0.023014,0.023014,0.000000,0.001329,0.711627,-0.599036
0.023531,0.023531,0.000000,0.003028,0.733859,-0.600149
0.021060,0.021060,0.000000,0.002127,0.722075,-0.599559
0.021060,0.021060,0.000000,0.002127,0.722075,-0.599559
0.021060,0.021060,0.000000,0.002127,0.722075,-0.599559
0.021060,0.021060,0.000000,0.002127,0.722075,-0.599559
0.021039,0.021039,0.000000,0.002021,0.722149,-0.599819
0.021039,0.021039,0.000000,0.002021,0.722149,-0.599819
0.021039,0.021039,0.000000,0.002021,0.722149,-0.599819
0.021039,0.021039,0.000000,0.002021,0.722149,-0.599819
