cost,rmse,penalty,NU,SIGMA,THETA
0.069007,0.069007,0.000000,0.010000,0.612859,-0.600000
0.069007,0.069007,0.000000,0.010000,0.612859,-0.600000
0.069007,0.069007,0.000000,0.010000,0.612859,-0.600000
0.069007,0.069007,0.000000,0.010000,0.612859,-0.600000
0.737536,0.737536,0.000000,0.000010,1.381819,-0.601847
0.129299,0.129299,0.000000,0.007625,0.795637,-0.600439
0.040577,0.040577,0.000000,0.009163,0.677276,-0.600155
0.040577,0.040577,0.000000,0.009163,0.677276,-0.600155
0.040577,0.040577,0.000000,0.009163,0.677276,-0.600155
0.040577,0.040577,0.000000,0.009163,0.677276,-0.600155
0.051448,0.051448,0.000000,0.000010,0.653353,-0.600549
0.039935,0.039935,0.000000,0.007692,0.673431,-0.600218
0.039935,0.039935,0.000000,0.007692,0.673431,-0.600218
0.039935,0.039935,0.000000,0.007692,0.673431,-0.600218
0.039935,0.039935,0.000000,0.007692,0.673431,-0.600218
0.144531,0.144531,0.000000,0.019209,0.536334,-0.606373
0.041015,0.041015,0.000000,0.008844,0.659721,-0.600834
0.039632,0.039632,0.000000,0.008061,0.669039,-0.600415
0.039632,0.039632,0.000000,0.008061,0.669039,-0.600415
0.039632,0.039632,0.000000,0.008061,0.669039,-0.600415
0.039632,0.039632,0.000000,0.008061,0.669039,-0.600415
0.039446,0.039446,0.000000,0.006428,0.664919,-0.600937
0.039446,0.039446,0.000000,0.006428,0.664919,-0.600937
0.039446,0.039446,0.000000,0.006428,0.664919,-0.600937
0.039446,0.039446,0.000000,0.006428,0.664919,-0.600937
0.039433,0.039433,0.000000,0.006807,0.665740,-0.601215
0.039433,0.039433,0.000000,0.006807,0.665740,-0.601215
0.039433,0.039433,0.000000,0.006807,0.665740,-0.601215
0.039433,0.039433,0.000000,0.006807,0.665740,-0.601215
