cost,rmse,penalty,NU,SIGMA,THETA
0.288331,0.288331,0.000000,0.010000,0.612859,-0.600000
0.288331,0.288331,0.000000,0.010000,0.612859,-0.600000
0.288331,0.288331,0.000000,0.010000,0.612859,-0.600000
0.288331,0.288331,0.000000,0.010000,0.612859,-0.600000
0.678439,0.678439,0.000000,0.000010,1.566652,-0.600673
0.065510,0.065510,0.000000,0.006494,0.947573,-0.600236
0.065510,0.065510,0.000000,0.006494,0.947573,-0.600236
0.065510,0.065510,0.000000,0.006494,0.947573,-0.600236
0.065510,0.065510,0.000000,0.006494,0.947573,-0.600236
0.095767,0.095767,0.000000,0.000010,0.800297,-0.600750
0.042085,0.042085,0.000000,0.003986,0.890612,-0.600435
0.042085,0.042085,0.000000,0.003986,0.890612,-0.600435
0.042085,0.042085,0.000000,0.003986,0.890612,-0.600435
0.042085,0.042085,0.000000,0.003986,0.890612,-0.600435
0.035641,0.035641,0.000000,0.000010,0.889289,-0.599577
0.035641,0.035641,0.000000,0.000010,0.889289,-0.599577
0.035641,0.035641,0.000000,0.000010,0.889289,-0.599577
0.035641,0.035641,0.000000,0.000010,0.889289,-0.599577
