cost,rmse,penalty,NU,SIGMA,THETA
0.126867,0.126867,0.000000,0.010000,0.612859,-0.600000
0.126867,0.126867,0.000000,0.010000,0.612859,-0.600000
0.126867,0.126867,0.000000,0.010000,0.612859,-0.600000
0.126867,0.126867,0.000000,0.010000,0.612859,-0.600000
0.741429,0.741429,0.000000,0.000010,1.446919,-0.601628
0.132139,0.132139,0.000000,0.007343,0.834681,-0.600433
0.067459,0.067459,0.000000,0.008708,0.720708,-0.600211
0.067459,0.067459,0.000000,0.008708,0.720708,-0.600211
0.067459,0.067459,0.000000,0.008708,0.720708,-0.600211
0.067459,0.067459,0.000000,0.008708,0.720708,-0.600211
inf,inf,0.000000,1.160541,2.751605,-0.604636
0.114073,0.114073,0.000000,0.123891,0.923798,-0.600653
0.052743,0.052743,0.000000,0.051783,0.796657,-0.600376
0.052743,0.052743,0.000000,0.051783,0.796657,-0.600376
0.052743,0.052743,0.000000,0.051783,0.796657,-0.600376
0.052743,0.052743,0.000000,0.051783,0.796657,-0.600376
0.042808,0.042808,0.000000,0.059960,0.756715,-0.601799
0.042808,0.042808,0.000000,0.059960,0.756715,-0.601799
0.042808,0.042808,0.000000,0.059960,0.756715,-0.601799
0.042808,0.042808,0.000000,0.059960,0.756715,-0.601799
0.041253,0.041253,0.000000,0.062756,0.771328,-0.596379
0.041253,0.041253,0.000000,0.062756,0.771328,-0.596379
0.041253,0.041253,0.000000,0.062756,0.771328,-0.596379
0.041253,0.041253,0.000000,0.062756,0.771328,-0.596379
0.041052,0.041052,0.000000,0.065677,0.772656,-0.589104
0.041052,0.041052,0.000000,0.065677,0.772656,-0.589104
0.041052,0.041052,0.000000,0.065677,0.772656,-0.589104
0.041052,0.041052,0.000000,0.065677,0.772656,-0.589104
0.040701,0.040701,0.000000,0.073531,0.776791,-0.557919
0.040701,0.040701,0.000000,0.073531,0.776791,-0.557919
0.040701,0.040701,0.000000,0.073531,0.776791,-0.557919
0.040701,0.040701,0.000000,0.073531,0.776791,-0.557919
0.040508,0.040508,0.000000,0.078226,0.778916,-0.525179
0.040508,0.040508,0.000000,0.078226,0.778916,-0.525179
0.040508,0.040508,0.000000,0.078226,0.778917,-0.525179
0.040508,0.040508,0.000000,0.078226,0.778916,-0.525179
0.040185,0.040185,0.000000,0.085797,0.781659,-0.447051
0.040185,0.040185,0.000000,0.085797,0.781659,-0.447051
0.040185,0.040185,0.000000,0.085797,0.781659,-0.447051
0.040185,0.040185,0.000000,0.085797,0.781659,-0.447051
0.039956,0.039956,0.000000,0.088932,0.781044,-0.379392
0.039956,0.039956,0.000000,0.088932,0.781044,-0.379392
0.039956,0.039956,0.000000,0.088932,0.781044,-0.379392
0.039956,0.039956,0.000000,0.088932,0.781044,-0.379392
0.039735,0.039735,0.000000,0.086699,0.777245,-0.334061
0.039735,0.039735,0.000000,0.086699,0.777245,-0.334061
0.039735,0.039735,0.000000,0.086699,0.777245,-0.334061
0.039735,0.039735,0.000000,0.086699,0.777245,-0.334061
0.039595,0.039595,0.000000,0.081685,0.774005,-0.309279
0.039595,0.039595,0.000000,0.081685,0.774005,-0.309279
0.039595,0.039595,0.000000,0.081685,0.774005,-0.309279
0.039595,0.039595,0.000000,0.081685,0.774005,-0.309279
0.039578,0.039578,0.000000,0.079584,0.773641,-0.309885
0.039578,0.039578,0.000000,0.079584,0.773641,-0.309885
0.039578,0.039578,0.000000,0.079584,0.773641,-0.309885
0.039578,0.039578,0.000000,0.079584,0.773641,-0.309884
0.039577,0.039577,0.000000,0.079503,0.773856,-0.313610
