cost,rmse,penalty,NU,SIGMA,THETA
0.109705,0.109705,0.000000,0.010000,0.612859,-0.600000
0.109705,0.109705,0.000000,0.010000,0.612859,-0.600000
0.109705,0.109705,0.000000,0.010000,0.612859,-0.600000
0.109705,0.109705,0.000000,0.010000,0.612859,-0.600000
0.790587,0.790587,0.000000,0.000010,1.481499,-0.604101
0.133973,0.133973,0.000000,0.007356,0.842795,-0.601085
0.045625,0.045625,0.000000,0.008819,0.715538,-0.600485
0.045625,0.045625,0.000000,0.008819,0.715538,-0.600485
0.045625,0.045625,0.000000,0.008819,0.715538,-0.600485
0.045625,0.045625,0.000000,0.008819,0.715538,-0.600485
0.061175,0.061175,0.000000,0.000010,0.703855,-0.602870
0.045617,0.045617,0.000000,0.007938,0.714370,-0.600723
0.045617,0.045617,0.000000,0.007938,0.714370,-0.600723
0.045617,0.045617,0.000000,0.007938,0.714370,-0.600723
0.045617,0.045617,0.000000,0.007938,0.714370,-0.600723
0.045602,0.045602,0.000000,0.008288,0.713203,-0.603507
0.045602,0.045602,0.000000,0.008288,0.713203,-0.603507
0.045602,0.045602,0.000000,0.008288,0.713203,-0.603507
0.045602,0.045602,0.000000,0.008288,0.713203,-0.603507
0.045589,0.045589,0.000000,0.008459,0.714646,-0.605703
0.045589,0.045589,0.000000,0.008459,0.714646,-0.605703
0.045589,0.045589,0.000000,0.008459,0.714646,-0.605703
0.045589,0.045589,0.000000,0.008459,0.714646,-0.605703
0.045580,0.045580,0.000000,0.008352,0.714497,-0.608774
0.045580,0.045580,0.000000,0.008352,0.714497,-0.608774
0.045580,0.045580,0.000000,0.008352,0.714497,-0.608774
0.045580,0.045580,0.000000,0.008352,0.714497,-0.608774
0.045528,0.045528,0.000000,0.008012,0.713944,-0.635902
0.045528,0.045528,0.000000,0.008012,0.713944,-0.635902
0.045528,0.045528,0.000000,0.008012,0.713944,-0.635902
0.045528,0.045528,0.000000,0.008012,0.713944,-0.635902
0.045412,0.045412,0.000000,0.007621,0.713229,-0.711785
0.045412,0.045412,0.000000,0.007621,0.713229,-0.711785
0.045412,0.045412,0.000000,0.007621,0.713229,-0.711785
0.045412,0.045412,0.000000,0.007621,0.713229,-0.711785
0.045098,0.045098,0.000000,0.007169,0.712059,-0.941965
0.045098,0.045098,0.000000,0.007169,0.712059,-0.941965
0.045098,0.045098,0.000000,0.007169,0.712059,-0.941965
0.045098,0.045098,0.000000,0.007169,0.712059,-0.941965
0.044490,0.044490,0.000000,0.007021,0.709874,-1.484069
0.044490,0.044490,0.000000,0.007021,0.709874,-1.484069
0.044490,0.044490,0.000000,0.007021,0.709874,-1.484069
0.044490,0.044490,0.000000,0.007021,0.709874,-1.484069
0.044070,0.044070,0.000000,0.007478,0.705394,-1.954799
0.044070,0.044070,0.000000,0.007478,0.705394,-1.954799
0.044070,0.044070,0.000000,0.007478,0.705394,-1.954799
0.044070,0.044070,0.000000,0.007478,0.705394,-1.954799
0.043791,0.043791,0.000000,0.007923,0.700081,-2.061107
0.043791,0.043791,0.000000,0.007923,0.700081,-2.061107
0.043791,0.043791,0.000000,0.007923,0.700081,-2.061107
0.043791,0.043791,0.000000,0.007923,0.700081,-2.061107
0.043744,0.043744,0.000000,0.008148,0.696625,-2.250652
0.043744,0.043744,0.000000,0.008148,0.696625,-2.250652
0.043744,0.043744,0.000000,0.008148,0.696625,-2.250652
0.043744,0.043744,0.000000,0.008148,0.696625,-2.250652
0.043726,0.043726,0.000000,0.008142,0.694256,-2.326907
0.043726,0.043726,0.000000,0.008142,0.694256,-2.326907
0.043726,0.043726,0.000000,0.008142,0.694256,-2.326907
0.043726,0.043726,0.000000,0.008142,0.694256,-2.326907
0.043716,0.043716,0.000000,0.008056,0.691434,-2.447775
0.043716,0.043716,0.000000,0.008056,0.691434,-2.447775
0.043716,0.043716,0.000000,0.008056,0.691434,-2.447775
0.043716,0.043716,0.000000,0.008056,0.691434,-2.447775
0.043714,0.043714,0.000000,0.007959,0.689870,-2.512738
0.043714,0.043714,0.000000,0.007959,0.689870,-2.512738
0.043714,0.043714,0.000000,0.007959,0.689870,-2.512738
0.043714,0.043714,0.000000,0.007959,0.689870,-2.512738
