cost,rmse,penalty,NU,SIGMA,THETA
0.097085,0.097085,0.000000,0.010000,0.612859,-0.600000
0.097085,0.097085,0.000000,0.010000,0.612859,-0.600000
0.097085,0.097085,0.000000,0.010000,0.612859,-0.600000
0.097085,0.097085,0.000000,0.010000,0.612859,-0.600000
0.787202,0.787202,0.000000,0.000010,1.472211,-0.603002
0.138748,0.138748,0.000000,0.007399,0.836567,-0.600781
0.042446,0.042446,0.000000,0.008928,0.705032,-0.600322
0.042446,0.042446,0.000000,0.008929,0.705032,-0.600322
0.042446,0.042446,0.000000,0.008928,0.705032,-0.600322
0.042446,0.042446,0.000000,0.008928,0.705032,-0.600322
0.042651,0.042651,0.000000,0.000010,0.691967,-0.600843
0.040994,0.040994,0.000000,0.004671,0.698796,-0.600571
0.040994,0.040994,0.000000,0.004671,0.698796,-0.600571
0.040994,0.040994,0.000000,0.004671,0.698796,-0.600571
0.040994,0.040994,0.000000,0.004671,0.698796,-0.600571
0.056673,0.056673,0.000000,0.001605,0.650605,-0.604645
0.040857,0.040857,0.000000,0.004365,0.693976,-0.600978
0.040857,0.040857,0.000000,0.004365,0.693976,-0.600978
0.040857,0.040857,0.000000,0.004365,0.693977,-0.600978
0.040857,0.040857,0.000000,0.004365,0.693976,-0.600978
0.040856,0.040856,0.000000,0.002786,0.692706,-0.601603
0.040796,0.040796,0.000000,0.003570,0.693337,-0.601293
0.040796,0.040796,0.000000,0.003570,0.693337,-0.601293
0.040796,0.040796,0.000000,0.003570,0.693337,-0.601293
0.040796,0.040796,0.000000,0.003570,0.693337,-0.601293
0.040794,0.040794,0.000000,0.003599,0.693813,-0.601749
0.040794,0.040794,0.000000,0.003599,0.693813,-0.601749
0.040794,0.040794,0.000000,0.003599,0.693813,-0.601749
0.040794,0.040794,0.000000,0.003599,0.693813,-0.601749
