date,cost,rmse,penalty,NU,SIGMA,THETA
20190402,0.06080031587049127,0.06080031587049127,0.0,0.000010,0.607491,-0.602530
20190406,0.04669915805383409,0.04669915805383409,0.0,0.000010,0.676593,-0.600319
20190506,0.01617557488772975,0.01617557488772975,0.0,0.000010,0.639565,-0.599586
20190503,0.014446680714010987,0.014446680714010987,0.0,0.001827,0.618967,-0.597767
20190508,0.030970202799761364,0.030970202799761364,0.0,0.000010,0.661863,-0.600803
20190507,0.02385149393960778,0.02385149393960778,0.0,0.000010,0.651390,-0.601028
20190403,0.10488873636080336,0.10488873636080336,0.0,0.000010,0.696766,-0.598155
20190405,0.06709774535139908,0.06709774535139908,0.0,0.000010,0.688592,-0.600319
20190426,0.021506644470529194,0.021506644470529194,0.0,0.001550,0.615546,-0.599388
20190404,0.10512653608530652,0.10512653608530652,0.0,0.000010,0.745683,-0.599191
20190408,0.08060648248836544,0.08060648248836544,0.0,0.000010,0.713114,-0.598915
20190509,0.021002298486570706,0.021002298486570706,0.0,0.000010,0.651222,-0.604495
20190407,0.04638819863344437,0.04638819863344437,0.0,0.000010,0.696275,-0.597437
20190424,0.02087917354405826,0.02087917354405826,0.0,0.003916,0.607584,-0.600555
20190411,0.01839002467423383,0.01839002467423383,0.0,0.000010,0.626556,-0.598632
20190410,0.015599584847856124,0.015599584847856124,0.0,0.004948,0.613875,-0.599090
20190429,0.020918419889228598,0.020918419889228598,0.0,0.001577,0.609971,-0.593360
20190409,0.0392695120188352,0.0392695120188352,0.0,0.000010,0.679729,-0.593739
20190502,0.01954372845257207,0.01954372845257207,0.0,0.000687,0.604657,-0.593465
20190423,0.026774240297725967,0.026774240297725967,0.0,0.003453,0.608236,-0.597025
20190430,0.01694659318223097,0.01694659318223097,0.0,0.002825,0.608242,-0.594249
20190418,0.03525900714159643,0.03525900714159643,0.0,0.007546,0.582534,-0.600925
20190425,0.022997156459683605,0.022997156459683605,0.0,0.001779,0.604503,-0.597040
20190505,0.015606650783514867,0.015606650783514867,0.0,0.009634,0.624645,-0.316320
20190401,0.027790105444666598,0.027790105444666598,0.0,0.059944,0.534562,0.086603
20190511,0.047086955164245804,0.047086955164245804,0.0,0.000010,0.726267,-0.601152
20190529,0.04412033992660552,0.04412033992660552,0.0,0.000010,0.913685,-0.598760
20190504,0.0199874258842246,0.0199874258842246,0.0,0.017428,0.623982,-0.150326
20190419,0.03595462212999352,0.03595462212999352,0.0,0.082094,0.609588,-0.335221
20190519,0.09119658596969184,0.09119658596969184,0.0,0.000010,0.997595,-0.599720
20190427,0.018272734155857003,0.018272734155857003,0.0,0.037333,0.614780,-0.279694
20190501,0.02158748361926766,0.02158748361926766,0.0,0.006577,0.607235,0.312793
20190520,0.07103103854673691,0.07103103854673691,0.0,0.000010,0.956477,-0.599285
20190415,0.017166477487023536,0.017166477487023536,0.0,0.036147,0.605684,-0.222789
20190513,0.05390235322139256,0.05390235322139256,0.0,0.000010,0.820206,-0.601568
20190420,0.03785084015344214,0.03785084015344214,0.0,0.048118,0.598211,-0.154318
20190523,0.038720190467735456,0.038720190467735456,0.0,0.000010,0.880313,-0.601246
20190517,0.06855994769181839,0.06855994769181839,0.0,0.000010,0.979233,-0.600388
20190522,0.038465177626439986,0.038465177626439986,0.0,0.000010,0.903718,-0.598630
20190512,0.08858921472479214,0.08858921472479214,0.0,0.000010,0.881675,-0.601545
20190414,0.023559435482994794,0.023559435482994794,0.0,0.037727,0.595971,-0.241129
20190416,0.01549554196300503,0.01549554196300503,0.0,0.031671,0.599141,-0.297268
20190428,0.01903502205661112,0.01903502205661112,0.0,0.034898,0.611395,-0.044545
20190521,0.04149573417596203,0.04149573417596203,0.0,0.000010,0.922056,-0.599342
20190421,0.03583760979252721,0.03583760979252721,0.0,0.028526,0.591127,-0.215610
20190422,0.03858744082950915,0.03858744082950915,0.0,0.022815,0.589282,-0.209241
20190412,0.01307436311642097,0.01307436311642097,0.0,0.015795,0.626226,-0.171155
20190516,0.08119339134341741,0.08119339134341741,0.0,0.000010,0.977994,-0.600892
20190527,0.07158976721817026,0.07158976721817026,0.0,0.000010,0.957839,-0.597463
20190514,0.0955967504570868,0.0955967504570868,0.0,0.000010,1.026161,-0.600187
20190510,0.022675508866595327,0.022675508866595327,0.0,0.006643,0.663590,-1.547819
20190528,0.062358845113699726,0.062358845113699726,0.0,0.000010,0.933374,-0.599340
20190530,0.05587655427216903,0.05587655427216903,0.0,0.000010,0.899462,-0.599201
20190531,0.02409954315267287,0.02409954315267287,0.0,0.000010,0.871467,-0.599563
20190518,0.05804122201931042,0.05804122201931042,0.0,0.000010,0.979215,-0.600720
20190524,0.026018599864424653,0.026018599864424653,0.0,0.000010,0.874190,-0.591935
20190525,0.022717194281704944,0.022717194281704944,0.0,0.000010,0.874538,-0.596646
20190515,0.08660333408233155,0.08660333408233155,0.0,0.000010,0.997585,-0.594556
20190413,0.02646020198254526,0.02646020198254526,0.0,0.019058,0.606821,0.004449
20190601,0.023135914493187724,0.023135914493187724,0.0,0.000010,0.853357,-0.599417
20190604,0.026535035949008936,0.026535035949008936,0.0,0.000010,0.854470,-0.598300
20190605,0.020790962226903298,0.020790962226903298,0.0,0.000010,0.830985,-0.601974
20190611,0.010571836842342927,0.010571836842342927,0.0,0.002523,0.735412,-0.600466
20190417,0.030996741507441854,0.030996741507441854,0.0,0.027440,0.585978,0.159507
20190610,0.013028757720314489,0.013028757720314489,0.0,0.000010,0.736884,-0.600618
20190606,0.018573783242799128,0.018573783242799128,0.0,0.000010,0.792177,-0.602028
20190602,0.02245017360994519,0.02245017360994519,0.0,0.001322,0.844167,-0.596104
20190621,0.045792680954699,0.045792680954699,0.0,0.000010,0.873946,-0.599418
20190616,0.042709179857812654,0.042709179857812654,0.0,0.000010,0.792781,-0.601694
20190613,0.011678685363150023,0.011678685363150023,0.0,0.000584,0.737678,-0.603137
20190618,0.07314340912729718,0.07314340912729718,0.0,0.000010,0.874485,-0.601090
20190617,0.0560251417030984,0.0560251417030984,0.0,0.000010,0.834380,-0.599732
20190622,0.04850955435037586,0.04850955435037586,0.0,0.000010,1.044830,-0.600448
20190608,0.014618109405182614,0.014618109405182614,0.0,0.012197,0.741607,-0.320717
20190704,0.04389611270658956,0.04389611270658956,0.0,0.000010,1.028524,-0.599166
20190630,0.03568301324664724,0.03568301324664724,0.0,0.000010,1.024638,-0.596843
20190701,0.020849720977870877,0.020849720977870877,0.0,0.000010,0.999839,-0.597944
20190607,0.01554861854003996,0.01554861854003996,0.0,0.010860,0.761848,-0.312365
20190702,0.04979878443202987,0.04979878443202987,0.0,0.000010,1.051380,-0.599341
20190706,0.016730845000434726,0.016730845000434185,0.0,0.000010,0.971827,-0.596374
20190623,0.03665614942363046,0.03665614942363046,0.0,0.000702,1.023553,-0.599295
20190626,0.0835466829500889,0.0835466829500889,0.0,0.000010,1.062783,-0.599921
20190620,0.03302079940544398,0.03302079940544398,0.0,0.002089,0.825003,-0.599919
20190619,0.04290128995243135,0.04290128995243135,0.0,0.001047,0.838935,-0.600286
20190705,0.025554214256864438,0.025554214256864438,0.0,0.000010,1.003530,-0.598378
20190707,0.023712840545922338,0.023712840545922338,0.0,0.000010,0.978420,-0.599301
20190629,0.05801767575357439,0.05801767575357439,0.0,0.000010,1.100890,-0.599108
20190625,0.030348631524260913,0.030348631524260913,0.0,0.000155,0.955369,-0.598086
20190709,0.022986317998324984,0.022986317998324984,0.0,0.000010,1.017331,-0.590015
20190609,0.011203169708556705,0.011203169708556705,0.0,0.008296,0.728207,0.530567
20190703,0.04457860568096965,0.04457860568096965,0.0,0.000010,1.027575,-0.600059
20190713,0.01883641918327956,0.01883641918327956,0.0,0.000010,1.000220,-0.599176
20190715,0.07119381668072179,0.07119381668072179,0.0,0.000010,1.071662,-0.597889
20190712,0.03096988375724465,0.03096988375724465,0.0,0.000010,1.026564,-0.596727
20190614,0.010227908187266434,0.010227908187266434,0.0,0.010265,0.730054,0.247347
20190710,0.028936962678056358,0.028936962678056358,0.0,0.000010,1.039748,-0.599721
20190612,0.009737841523085404,0.009737841523085404,0.0,0.003200,0.732243,-1.192188
20190716,0.05088948810603589,0.05088948810603589,0.0,0.000010,1.054101,-0.598323
20190714,0.027807588334450697,0.027807588334450697,0.0,0.000010,1.009193,-0.600562
20190708,0.01804870076770663,0.01804870076770663,0.0,0.001642,0.969135,-0.595240
20190711,0.04991706195593307,0.04991706195593307,0.0,0.000010,1.051182,-0.599053
20190719,0.090981618999636,0.090981618999636,0.0,0.000010,1.118239,-0.599657
20190615,0.018072322332645524,0.018072322332645524,0.0,0.008464,0.735249,0.518819
20190720,0.05793617142148117,0.05793617142148117,0.0,0.000010,1.093118,-0.598748
20190624,0.0321176862911724,0.0321176862911724,0.0,0.000010,0.964861,-0.587516
20190718,0.09387579974620208,0.09387579974620208,0.0,0.000010,1.094002,-0.602087
