date,cost,rmse,penalty,KAPPA,RHO,V0,VBAR,XI
20190429,0.022914242899696693,0.012932141972396035,0.009982100927300657,2.865635,0.220362,0.350852,0.425383,0.990252
20190401,0.019896449426163518,0.01634918285581492,0.0035472665703485977,1.773046,0.091507,0.182648,0.535237,0.000010
20190402,0.05106895483402953,0.048980014305777926,0.002088940528251609,0.961751,-0.059229,0.410384,0.166459,0.965800
20190507,0.022569947651088617,0.02134326010649077,0.0012266875445978455,0.110715,0.093010,0.433153,0.461890,0.852617
20190506,0.014512282795791386,0.013650997743580454,0.000861285052210932,0.184798,0.070496,0.417848,0.322490,0.706287
20190405,0.03927896628947632,0.035964183103831565,0.00331478318564476,1.248216,0.059719,0.568640,0.076354,1.179785
20190415,0.026468509675954092,0.02319500145265368,0.003273508223300409,1.672721,-0.091947,0.277888,0.560133,0.000010
20190417,0.023325564672376266,0.019489764466555207,0.0038358002058210593,1.754836,0.182454,0.250933,0.600408,0.000010
20190508,0.029184191047061415,0.027875019572960034,0.0013091714741013806,0.109199,0.040428,0.452549,0.425192,0.946211
20190406,0.030303117114287206,0.027508999970961893,0.002794117143325313,1.076032,0.006407,0.523080,0.217356,1.146737
20190510,0.021759014255453853,0.020218281883673726,0.0015407323717801264,0.321591,0.183814,0.433151,0.619213,0.726906
20190416,0.02327067632419956,0.019437946302443432,0.0038327300217561285,1.696753,0.238344,0.268350,0.560060,0.000679
20190410,0.01868009286621683,0.01737376355251054,0.0013063293137062898,0.829853,0.150187,0.350910,0.518626,0.000010
20190505,0.011388469901100661,0.009562002504273425,0.0018264673968272352,0.797531,0.112589,0.358740,0.594418,0.762642
20190404,0.053713078425212446,0.048612486606514994,0.005100591818697452,1.810000,-0.038877,0.708999,0.023055,1.142876
20190408,0.051626963366836615,0.048808796958632494,0.0028181664082041215,1.365505,0.104657,0.608796,0.000010,0.688039
20190403,0.07552592100810061,0.07181984929698018,0.003706071711120437,1.423145,-0.061279,0.598007,0.019221,1.133665
20190407,0.03946488335740273,0.03726329471029232,0.0022015886471104086,0.788630,0.051210,0.528504,0.273627,1.095098
20190419,0.020946252253381304,0.018715846800614236,0.0022304054527674567,1.275167,-0.035958,0.247415,0.728156,0.000010
20190426,0.013825253670698647,0.01231770266309024,0.0015075510076084065,0.480581,0.094327,0.350427,0.780862,0.674592
20190421,0.017993588370685293,0.016300134029722677,0.0016934543409626154,0.828796,0.076569,0.262968,0.837554,0.421039
20190430,0.011107756852480142,0.009795054924945616,0.0013127019275345252,0.458095,0.150558,0.346059,0.671983,0.552137
20190418,0.018753865519177047,0.01580358065281679,0.002950284866360256,1.574387,-0.055922,0.257628,0.611512,0.000101
20190503,0.00961360642528101,0.008323306973913256,0.0012902994513677535,0.425879,0.071343,0.365158,0.692272,0.667418
20190423,0.015358860429738143,0.01382041545585536,0.0015384449738827838,0.581317,-0.016840,0.331662,0.841313,0.616338
20190509,0.017168504120706134,0.015171731768080924,0.0019967723526252085,0.353221,0.124098,0.419037,0.709645,1.019224
20190420,0.022261189020137476,0.020413810895779656,0.0018473781243578194,0.980375,0.077437,0.252324,0.809912,0.326579
20190422,0.018129654944045993,0.016406928152516775,0.001722726791529219,0.855870,0.081966,0.260285,0.837749,0.391736
20190428,0.016979942159201233,0.015019635037063063,0.001960307122138172,0.747575,0.187450,0.293489,0.813570,0.549574
20190425,0.009033813844856995,0.007502379417469224,0.0015314344273877703,0.619901,0.106282,0.328407,0.750887,0.602094
20190413,0.014440394794703921,0.012023533719785552,0.002416861074918369,0.543786,0.164644,0.313219,0.909107,0.962029
20190424,0.010122565020939504,0.009028243354205788,0.0010943216667337148,0.668055,0.031154,0.330343,0.707079,0.170967
20190502,0.010698363429533928,0.009300675896832679,0.0013976875327012498,0.499897,0.131628,0.338509,0.706606,0.600542
20190501,0.012035820043079942,0.010054263539996165,0.0019815565030837767,0.583031,0.230792,0.325418,0.747090,0.667037
20190411,0.016412832442176215,0.015145354319320488,0.0012674781228557259,0.274537,0.156483,0.383336,0.660294,0.603577
20190412,0.009872723397108374,0.008563472974831612,0.0013092504222767618,0.490755,0.147889,0.349949,0.746384,0.412484
20190504,0.017328633013504086,0.015557820525443926,0.0017708124880601616,0.523238,0.151840,0.347924,0.747902,0.765553
20190409,0.01703837972269375,0.015815873917379642,0.001222505805314109,0.854871,0.079030,0.516337,0.025497,0.402480
20190427,0.017461367923437377,0.015767816415823095,0.001693551507614281,0.827633,0.104901,0.296058,0.770172,0.466602
20190414,0.022168110387368385,0.020055492731242453,0.002112617656125931,0.727520,0.190703,0.272001,0.787451,0.724978
20190511,0.04334419273990771,0.042198372158146175,0.0011458205817615325,0.317006,0.102644,0.554606,0.000010,0.795225
20190512,0.048632175987426425,0.04421500324368779,0.004417172743738636,1.364544,0.114107,0.922351,0.000010,1.254694
20190607,0.019136586302400893,0.017749255081565173,0.001387331220835718,0.168498,0.191936,0.561213,0.614184,0.546229
20190609,0.014769690656279855,0.0133487992396963,0.001420891416583555,0.431090,0.140849,0.516493,0.682612,0.551312
20190610,0.010934891864023822,0.00956399888107343,0.001370892982950391,0.055151,0.086612,0.548366,0.618046,0.781120
20190524,0.014159449275489063,0.011196331118206813,0.0029631181572822496,0.211373,0.091212,0.796109,0.490842,1.400188
20190606,0.01267133894529465,0.010738703965361389,0.0019326349799332618,0.074522,-0.002979,0.654237,0.488947,1.122452
20190530,0.027914454469694216,0.02522366663669624,0.0026907878329979753,0.913124,0.103701,0.925776,0.000010,0.944666
20190603,0.021356914262393403,0.019668985812065956,0.001687928450327448,0.000010,0.099822,0.697805,0.455414,0.945489
20190614,0.013989081560946581,0.012507681001734883,0.0014814005592116981,0.000010,0.267199,0.520268,0.517299,0.478719
20190611,0.011869616888329377,0.01057900254038213,0.0012906143479472464,0.405872,0.139448,0.526208,0.639901,0.495032
20190527,0.039166168320267945,0.03571044131693784,0.0034557270033301075,1.146621,0.155383,1.058019,0.000010,0.883257
20190613,0.01143242248593073,0.010140830224282894,0.001291592261647837,0.200794,0.165856,0.537115,0.619704,0.551060
20190516,0.03930661145822885,0.03471875888065891,0.004587852577569942,1.218745,0.141491,1.122254,0.000010,1.281741
20190605,0.014508833924134403,0.01264651985867231,0.0018623140654620925,0.045945,-0.050900,0.725882,0.225887,1.120877
20190518,0.025408346401048033,0.02164167774397421,0.0037666686570738215,0.802421,0.120036,1.081411,0.000010,1.345086
20190519,0.02932857911963268,0.02415868734995902,0.005169891769673659,1.545413,0.149202,1.208605,0.000010,1.047974
