cost,rmse,penalty,SIGMA
0.215009,0.215009,0.000000,0.800000
0.215009,0.215009,0.000000,0.800000
0.780395,0.780395,0.000000,1.793670
0.105095,0.105095,0.000000,1.115930
0.105095,0.105095,0.000000,1.115930
0.059194,0.059194,0.000000,0.959606
0.059194,0.059194,0.000000,0.959606
0.032418,0.032418,0.000000,1.035270
0.032418,0.032418,0.000000,1.035270
0.026267,0.026267,0.000000,1.003329
0.026267,0.026267,0.000000,1.003329
0.024202,0.024202,0.000000,1.015169
0.024202,0.024202,0.000000,1.015169
0.024155,0.024155,0.000000,1.013536
0.024155,0.024155,0.000000,1.013536
