cost,rmse,penalty,SIGMA
0.192781,0.192781,0.000000,0.800000
0.192781,0.192781,0.000000,0.800000
99.391984,99.391984,0.000000,0.000010
0.113346,0.113346,0.000000,0.720001
0.113346,0.113346,0.000000,0.720001
99.391984,99.391984,0.000000,0.000010
0.043656,0.043656,0.000000,0.648002
0.043656,0.043656,0.000000,0.648002
99.391984,99.391984,0.000000,0.000010
0.030379,0.030379,0.000000,0.583203
0.030379,0.030379,0.000000,0.583203
0.018439,0.018439,0.000000,0.613750
0.018439,0.018439,0.000000,0.613750
0.017730,0.017730,0.000000,0.605329
0.017730,0.017730,0.000000,0.605329
0.017525,0.017525,0.000000,0.608090
0.017525,0.017525,0.000000,0.608090
