cost,rmse,penalty,SIGMA
0.207381,0.207381,0.000000,0.800000
0.207381,0.207381,0.000000,0.800000
99.390298,99.390298,0.000000,0.000010
0.137712,0.137712,0.000000,0.720001
0.137712,0.137712,0.000000,0.720001
0.445973,0.445973,0.000000,0.171461
0.096936,0.096936,0.000000,0.558841
0.096936,0.096936,0.000000,0.558841
0.083508,0.083508,0.000000,0.622666
0.083508,0.083508,0.000000,0.622666
0.082516,0.082516,0.000000,0.608130
0.082516,0.082516,0.000000,0.608130
0.082501,0.082501,0.000000,0.609753
0.082501,0.082501,0.000000,0.609753
