cost,rmse,penalty,SIGMA
0.236504,0.236504,0.000000,0.800000
0.236504,0.236504,0.000000,0.800000
99.430707,99.430707,0.000000,0.000010
0.159448,0.159448,0.000000,0.720001
0.159448,0.159448,0.000000,0.720001
99.430707,99.430707,0.000000,0.000010
0.094381,0.094381,0.000000,0.648002
0.094381,0.094381,0.000000,0.648002
0.463612,0.463612,0.000000,0.108632
0.086784,0.086784,0.000000,0.499906
0.052106,0.052106,0.000000,0.569099
0.052106,0.052106,0.000000,0.569100
0.052105,0.052105,0.000000,0.569475
0.052105,0.052105,0.000000,0.569307
