cost,rmse,penalty,SIGMA
0.142761,0.142761,0.000000,0.800000
0.142761,0.142761,0.000000,0.800000
99.333807,99.333807,0.000000,0.000010
0.073305,0.073305,0.000000,0.720001
0.073305,0.073305,0.000000,0.720001
0.240144,0.240144,0.000000,0.431282
0.056631,0.056631,0.000000,0.639237
0.056631,0.056631,0.000000,0.639237
0.050029,0.050029,0.000000,0.671021
0.050029,0.050029,0.000000,0.671021
0.049800,0.049800,0.000000,0.665677
0.049800,0.049800,0.000000,0.665677
0.049797,0.049797,0.000000,0.666208
0.049797,0.049797,0.000000,0.666208
