cost,rmse,penalty,SIGMA
0.228901,0.228901,0.000000,0.800000
0.228901,0.228901,0.000000,0.800000
99.425462,99.425462,0.000000,0.000010
0.150743,0.150743,0.000000,0.720001
0.150743,0.150743,0.000000,0.720001
99.425462,99.425462,0.000000,0.000010
0.083440,0.083440,0.000000,0.648002
0.083440,0.083440,0.000000,0.648002
99.425462,99.425462,0.000000,0.000010
0.040514,0.040514,0.000000,0.583203
0.040514,0.040514,0.000000,0.583203
0.041390,0.041390,0.000000,0.562435
0.039578,0.039578,0.000000,0.574531
0.039578,0.039578,0.000000,0.574531
