cost,rmse,penalty,SIGMA
0.185130,0.185130,0.000000,0.800000
0.185130,0.185130,0.000000,0.800000
99.379872,99.379872,0.000000,0.000010
0.109066,0.109066,0.000000,0.720001
0.109066,0.109066,0.000000,0.720001
99.379872,99.379872,0.000000,0.000010
0.051953,0.051953,0.000000,0.648002
0.051953,0.051953,0.000000,0.648002
0.085967,0.085967,0.000000,0.546195
0.043989,0.043989,0.000000,0.616637
0.043989,0.043989,0.000000,0.616637
0.043853,0.043853,0.000000,0.620690
0.043853,0.043853,0.000000,0.620690
0.043849,0.043849,0.000000,0.620137
0.043849,0.043849,0.000000,0.620137
