cost,rmse,penalty,SIGMA
0.201136,0.201136,0.000000,0.800000
0.201136,0.201136,0.000000,0.800000
99.386078,99.386078,0.000000,0.000010
0.130723,0.130723,0.000000,0.720001
0.130723,0.130723,0.000000,0.720001
0.470837,0.470837,0.000000,0.149360
0.096208,0.096208,0.000000,0.555522
0.096208,0.096208,0.000000,0.555522
0.077367,0.077367,0.000000,0.625939
0.077367,0.077367,0.000000,0.625939
0.076468,0.076468,0.000000,0.611626
0.076468,0.076468,0.000000,0.611626
0.076433,0.076433,0.000000,0.613975
0.076433,0.076433,0.000000,0.613975
