cost,rmse,penalty,SIGMA
0.172721,0.172721,0.000000,0.800000
0.172721,0.172721,0.000000,0.800000
99.372540,99.372540,0.000000,0.000010
0.092878,0.092878,0.000000,0.720001
0.092878,0.092878,0.000000,0.720001
99.372540,99.372540,0.000000,0.000010
0.022009,0.022009,0.000000,0.648002
0.022009,0.022009,0.000000,0.648002
99.372540,99.372540,0.000000,0.000010
0.044957,0.044957,0.000000,0.583203
0.008432,0.008432,0.000000,0.624514
0.008432,0.008432,0.000000,0.624514
0.008622,0.008622,0.000000,0.630911
0.007901,0.007901,0.000000,0.627463
0.007901,0.007901,0.000000,0.627463
