cost,rmse,penalty,SIGMA
0.049370,0.049370,0.000000,0.800000
0.049370,0.049370,0.000000,0.800000
0.893747,0.893747,0.000000,1.739996
0.194655,0.194655,0.000000,1.040332
0.031591,0.031591,0.000000,0.873133
0.031591,0.031591,0.000000,0.873133
0.018612,0.018612,0.000000,0.838491
0.018612,0.018612,0.000000,0.838491
0.017240,0.017240,0.000000,0.850081
0.017240,0.017240,0.000000,0.850081
0.016845,0.016845,0.000000,0.846212
0.016845,0.016845,0.000000,0.846212
0.016844,0.016844,0.000000,0.846411
0.016844,0.016844,0.000000,0.846411
