cost,rmse,penalty,SIGMA
0.199687,0.199687,0.000000,0.800000
0.199687,0.199687,0.000000,0.800000
0.797153,0.797153,0.000000,1.795789
0.113335,0.113335,0.000000,1.110693
0.113335,0.113335,0.000000,1.110693
0.046551,0.046551,0.000000,0.956045
0.046551,0.046551,0.000000,0.956045
0.036682,0.036682,0.000000,1.030634
0.036682,0.036682,0.000000,1.030634
0.018828,0.018828,0.000000,0.994443
0.018828,0.018828,0.000000,0.994443
0.018599,0.018599,0.000000,1.002134
0.018599,0.018599,0.000000,1.002134
0.018306,0.018306,0.000000,0.998823
0.018306,0.018306,0.000000,0.998823
