cost,rmse,penalty,SIGMA
0.204334,0.204334,0.000000,0.800000
0.204334,0.204334,0.000000,0.800000
99.403452,99.403452,0.000000,0.000010
0.124902,0.124902,0.000000,0.720001
0.124902,0.124902,0.000000,0.720001
99.403452,99.403452,0.000000,0.000010
0.054842,0.054842,0.000000,0.648002
0.054842,0.054842,0.000000,0.648002
99.403452,99.403452,0.000000,0.000010
0.023205,0.023205,0.000000,0.583203
0.023205,0.023205,0.000000,0.583203
0.022082,0.022082,0.000000,0.607831
0.018983,0.018983,0.000000,0.596578
0.018983,0.018983,0.000000,0.596578
