cost,rmse,penalty,SIGMA
0.209268,0.209268,0.000000,0.800000
0.209268,0.209268,0.000000,0.800000
99.399729,99.399729,0.000000,0.000010
0.135055,0.135055,0.000000,0.720001
0.135055,0.135055,0.000000,0.720001
99.399729,99.399729,0.000000,0.000010
0.078648,0.078648,0.000000,0.648002
0.078648,0.078648,0.000000,0.648002
0.125160,0.125160,0.000000,0.491866
0.062696,0.062696,0.000000,0.595644
0.062696,0.062696,0.000000,0.595644
0.062532,0.062532,0.000000,0.601344
0.062532,0.062532,0.000000,0.601344
0.062523,0.062523,0.000000,0.600288
0.062523,0.062523,0.000000,0.600288
