cost,rmse,penalty,SIGMA
0.166443,0.166443,0.000000,0.800000
0.166443,0.166443,0.000000,0.800000
0.828661,0.828661,0.000000,1.793881
0.133348,0.133348,0.000000,1.097498
0.133348,0.133348,0.000000,1.097498
0.024649,0.024649,0.000000,0.949006
0.024649,0.024649,0.000000,0.949006
0.047032,0.047032,0.000000,1.008713
0.018580,0.018580,0.000000,0.968109
0.018580,0.018580,0.000000,0.968109
0.018399,0.018399,0.000000,0.964703
0.018399,0.018399,0.000000,0.964703
0.018385,0.018385,0.000000,0.965430
0.018385,0.018385,0.000000,0.965430
