cost,rmse,penalty,SIGMA
0.189472,0.189472,0.000000,0.800000
0.189472,0.189472,0.000000,0.800000
99.375594,99.375594,0.000000,0.000010
0.119201,0.119201,0.000000,0.720001
0.119201,0.119201,0.000000,0.720001
0.424104,0.424104,0.000000,0.206354
0.088199,0.088199,0.000000,0.572434
0.088199,0.088199,0.000000,0.572434
0.072016,0.072016,0.000000,0.634964
0.072016,0.072016,0.000000,0.634964
0.071267,0.071267,0.000000,0.622536
0.071267,0.071267,0.000000,0.622536
0.071242,0.071242,0.000000,0.624449
0.071242,0.071242,0.000000,0.624449
