cost,rmse,penalty,SIGMA
0.245938,0.245938,0.000000,0.800000
0.245938,0.245938,0.000000,0.800000
99.442733,99.442733,0.000000,0.000010
0.167480,0.167480,0.000000,0.720001
0.167480,0.167480,0.000000,0.720001
99.442733,99.442733,0.000000,0.000010
0.099002,0.099002,0.000000,0.648002
0.099002,0.099002,0.000000,0.648002
99.442733,99.442733,0.000000,0.000010
0.047352,0.047352,0.000000,0.583203
0.047352,0.047352,0.000000,0.583203
0.080665,0.080665,0.000000,0.487012
0.039780,0.039780,0.000000,0.553741
0.039780,0.039780,0.000000,0.553741
0.039627,0.039627,0.000000,0.557854
0.039627,0.039627,0.000000,0.557854
0.039622,0.039622,0.000000,0.557273
0.039622,0.039622,0.000000,0.557273
