cost,rmse,penalty,SIGMA
0.240511,0.240511,0.000000,0.800000
0.240511,0.240511,0.000000,0.800000
99.417043,99.417043,0.000000,0.000010
0.171836,0.171836,0.000000,0.720001
0.171836,0.171836,0.000000,0.720001
0.481774,0.481774,0.000000,0.112539
0.114394,0.114394,0.000000,0.534800
0.114394,0.114394,0.000000,0.534800
0.104940,0.104940,0.000000,0.598849
0.104940,0.104940,0.000000,0.598849
0.103743,0.103743,0.000000,0.581961
0.103743,0.103743,0.000000,0.581961
0.103738,0.103738,0.000000,0.583023
0.103738,0.103738,0.000000,0.583023
