cost,rmse,penalty,SIGMA
0.209291,0.209291,0.000000,0.800000
0.209291,0.209291,0.000000,0.800000
99.408272,99.408272,0.000000,0.000010
0.129922,0.129922,0.000000,0.720001
0.129922,0.129922,0.000000,0.720001
99.408272,99.408272,0.000000,0.000010
0.059940,0.059940,0.000000,0.648002
0.059940,0.059940,0.000000,0.648002
99.408272,99.408272,0.000000,0.000010
0.022338,0.022338,0.000000,0.583203
0.022338,0.022338,0.000000,0.583203
0.023031,0.023031,0.000000,0.601934
0.020647,0.020647,0.000000,0.591742
0.020647,0.020647,0.000000,0.591742
