cost,rmse,penalty,SIGMA
0.168343,0.168343,0.000000,0.800000
0.168343,0.168343,0.000000,0.800000
0.827940,0.827940,0.000000,1.795339
0.132201,0.132201,0.000000,1.098759
0.132201,0.132201,0.000000,1.098759
0.024210,0.024210,0.000000,0.949598
0.024210,0.024210,0.000000,0.949598
0.048634,0.048634,0.000000,1.013403
0.016524,0.016524,0.000000,0.970642
0.016524,0.016524,0.000000,0.970642
0.016275,0.016275,0.000000,0.966412
0.016275,0.016275,0.000000,0.966412
0.016234,0.016234,0.000000,0.967571
0.016234,0.016234,0.000000,0.967571
