cost,rmse,penalty,SIGMA
0.174001,0.174001,0.000000,0.800000
0.174001,0.174001,0.000000,0.800000
0.820426,0.820426,0.000000,1.792938
0.128756,0.128756,0.000000,1.099863
0.128757,0.128757,0.000000,1.099863
0.030458,0.030458,0.000000,0.950376
0.030458,0.030458,0.000000,0.950376
0.046281,0.046281,0.000000,1.014194
0.020695,0.020695,0.000000,0.974239
0.020695,0.020695,0.000000,0.974239
0.020652,0.020652,0.000000,0.972141
0.020652,0.020652,0.000000,0.972141
0.020643,0.020643,0.000000,0.972773
0.020643,0.020643,0.000000,0.972773
