cost,rmse,penalty,SIGMA
0.222372,0.222372,0.000000,0.800000
0.222372,0.222372,0.000000,0.800000
0.765082,0.765082,0.000000,1.782416
0.104547,0.104547,0.000000,1.114411
0.104547,0.104547,0.000000,1.114411
0.069638,0.069638,0.000000,0.962554
0.069638,0.069638,0.000000,0.962554
0.044127,0.044127,0.000000,1.033411
0.044127,0.044127,0.000000,1.033411
0.041960,0.041960,0.000000,1.012384
0.041960,0.041960,0.000000,1.012384
0.041518,0.041518,0.000000,1.018682
0.041518,0.041518,0.000000,1.018682
0.041518,0.041518,0.000000,1.018460
