cost,rmse,penalty,SIGMA
0.232588,0.232588,0.000000,0.800000
0.232588,0.232588,0.000000,0.800000
99.426384,99.426384,0.000000,0.000010
0.155815,0.155815,0.000000,0.720001
0.155815,0.155815,0.000000,0.720001
99.426384,99.426384,0.000000,0.000010
0.091571,0.091571,0.000000,0.648002
0.091571,0.091571,0.000000,0.648002
0.388984,0.388984,0.000000,0.188333
0.075644,0.075644,0.000000,0.520078
0.075644,0.075644,0.000000,0.520078
0.053763,0.053763,0.000000,0.579655
0.053763,0.053763,0.000000,0.579655
0.053466,0.053466,0.000000,0.571514
0.053466,0.053466,0.000000,0.571514
0.053424,0.053424,0.000000,0.573639
0.053424,0.053424,0.000000,0.573639
