cost,rmse,penalty,SIGMA
0.177394,0.177394,0.000000,0.800000
0.177394,0.177394,0.000000,0.800000
0.819009,0.819009,0.000000,1.795413
0.126653,0.126653,0.000000,1.102090
0.126653,0.126653,0.000000,1.102090
0.030380,0.030380,0.000000,0.951382
0.030380,0.030380,0.000000,0.951382
0.046664,0.046664,0.000000,1.020048
0.017038,0.017038,0.000000,0.978081
0.017038,0.017038,0.000000,0.978081
0.017005,0.017005,0.000000,0.975517
0.017005,0.017005,0.000000,0.975517
0.016972,0.016972,0.000000,0.976581
0.016972,0.016972,0.000000,0.976581
