cost,rmse,penalty,SIGMA
0.306625,0.306625,0.000000,0.800000
0.306625,0.306625,0.000000,0.800000
99.501776,99.501776,0.000000,0.000010
0.228336,0.228336,0.000000,0.720001
0.228336,0.228336,0.000000,0.720001
99.501776,99.501776,0.000000,0.000010
0.159335,0.159335,0.000000,0.648002
0.159336,0.159336,0.000000,0.648002
99.501776,99.501776,0.000000,0.000010
0.100884,0.100884,0.000000,0.583203
0.100884,0.100884,0.000000,0.583203
55.186461,55.186461,0.000000,0.024791
0.061700,0.061700,0.000000,0.527362
0.061700,0.061700,0.000000,0.527362
0.068770,0.068770,0.000000,0.456160
0.054395,0.054395,0.000000,0.497948
0.054395,0.054395,0.000000,0.497948
0.054394,0.054394,0.000000,0.498277
