cost,rmse,penalty,SIGMA
0.208695,0.208695,0.000000,0.800000
0.208695,0.208695,0.000000,0.800000
0.785146,0.785146,0.000000,1.791631
0.109010,0.109010,0.000000,1.112576
0.109010,0.109010,0.000000,1.112577
0.055791,0.055791,0.000000,0.958094
0.055791,0.055791,0.000000,0.958094
0.036403,0.036403,0.000000,1.031428
0.036403,0.036403,0.000000,1.031428
0.027934,0.027934,0.000000,0.999574
0.027934,0.027934,0.000000,0.999574
0.026991,0.026991,0.000000,1.008554
0.026991,0.026991,0.000000,1.008554
0.026943,0.026943,0.000000,1.006902
0.026943,0.026943,0.000000,1.006902
