cost,rmse,penalty,SIGMA
0.190640,0.190640,0.000000,0.800000
0.190640,0.190640,0.000000,0.800000
99.389637,99.389637,0.000000,0.000010
0.111364,0.111364,0.000000,0.720001
0.111364,0.111364,0.000000,0.720001
99.389637,99.389637,0.000000,0.000010
0.042408,0.042408,0.000000,0.648002
0.042408,0.042408,0.000000,0.648002
99.389637,99.389637,0.000000,0.000010
0.033461,0.033461,0.000000,0.583203
0.033461,0.033461,0.000000,0.583203
0.019907,0.019907,0.000000,0.614158
0.019907,0.019907,0.000000,0.614158
0.019653,0.019653,0.000000,0.608273
0.019653,0.019653,0.000000,0.608273
0.019542,0.019542,0.000000,0.610382
0.019542,0.019542,0.000000,0.610382
