cost,rmse,penalty,SIGMA
0.240333,0.240333,0.000000,0.800000
0.240333,0.240333,0.000000,0.800000
99.434890,99.434890,0.000000,0.000010
0.163033,0.163033,0.000000,0.720001
0.163033,0.163033,0.000000,0.720001
99.434890,99.434890,0.000000,0.000010
0.097271,0.097271,0.000000,0.648002
0.097271,0.097271,0.000000,0.648002
68.210737,68.210737,0.000000,0.021624
0.054795,0.054795,0.000000,0.585364
0.054795,0.054795,0.000000,0.585364
0.057965,0.057965,0.000000,0.537425
0.050919,0.050919,0.000000,0.565035
0.050919,0.050919,0.000000,0.565035
