cost,rmse,penalty,SIGMA
0.215701,0.215701,0.000000,0.800000
0.215701,0.215701,0.000000,0.800000
0.782397,0.782397,0.000000,1.797375
0.103747,0.103747,0.000000,1.117700
0.103747,0.103747,0.000000,1.117700
0.057736,0.057736,0.000000,0.959551
0.057736,0.057736,0.000000,0.959551
0.027341,0.027341,0.000000,1.037577
0.027341,0.027341,0.000000,1.037577
0.020622,0.020622,0.000000,1.001668
0.020622,0.020622,0.000000,1.001668
0.015807,0.015807,0.000000,1.017579
0.015807,0.015807,0.000000,1.017579
0.015629,0.015629,0.000000,1.014533
0.015629,0.015629,0.000000,1.014533
0.015617,0.015617,0.000000,1.015140
0.015617,0.015617,0.000000,1.015140
