cost,rmse,penalty,SIGMA
0.200818,0.200818,0.000000,0.800000
0.200818,0.200818,0.000000,0.800000
99.384851,99.384851,0.000000,0.000010
0.130984,0.130984,0.000000,0.720001
0.130984,0.130984,0.000000,0.720001
0.435470,0.435470,0.000000,0.186852
0.093508,0.093508,0.000000,0.564442
0.093508,0.093508,0.000000,0.564442
0.079475,0.079475,0.000000,0.627298
0.079475,0.079475,0.000000,0.627298
0.078563,0.078563,0.000000,0.613510
0.078563,0.078563,0.000000,0.613510
0.078545,0.078545,0.000000,0.615197
0.078545,0.078545,0.000000,0.615197
