cost,rmse,penalty,SIGMA
0.200316,0.200316,0.000000,0.800000
0.200316,0.200316,0.000000,0.800000
0.793850,0.793850,0.000000,1.792215
0.113527,0.113527,0.000000,1.109509
0.113527,0.113527,0.000000,1.109509
0.049446,0.049446,0.000000,0.956065
0.049446,0.049446,0.000000,0.956065
0.038520,0.038520,0.000000,1.028107
0.038520,0.038520,0.000000,1.028108
0.025336,0.025336,0.000000,0.994334
0.025336,0.025336,0.000000,0.994334
0.025017,0.025017,0.000000,1.000629
0.025017,0.025017,0.000000,1.000629
0.024947,0.024947,0.000000,0.998740
0.024947,0.024947,0.000000,0.998740
