cost,rmse,penalty,SIGMA
0.203697,0.203697,0.000000,0.800000
0.203697,0.203697,0.000000,0.800000
99.401692,99.401692,0.000000,0.000010
0.124990,0.124990,0.000000,0.720001
0.124990,0.124990,0.000000,0.720001
99.401692,99.401692,0.000000,0.000010
0.057301,0.057301,0.000000,0.648002
0.057301,0.057301,0.000000,0.648002
0.537835,0.537835,0.000000,0.061235
0.105144,0.105144,0.000000,0.497114
0.029071,0.029071,0.000000,0.592758
0.029071,0.029071,0.000000,0.592758
0.028875,0.028875,0.000000,0.602732
0.028875,0.028875,0.000000,0.602732
0.028535,0.028535,0.000000,0.598295
0.028535,0.028535,0.000000,0.598295
