cost,rmse,penalty,SIGMA
0.170289,0.170289,0.000000,0.800000
0.170290,0.170290,0.000000,0.800000
99.367289,99.367289,0.000000,0.000010
0.092915,0.092915,0.000000,0.720001
0.092915,0.092915,0.000000,0.720001
99.367289,99.367289,0.000000,0.000010
0.035329,0.035329,0.000000,0.648002
0.035329,0.035329,0.000000,0.648002
0.056107,0.056107,0.000000,0.586526
0.031912,0.031912,0.000000,0.630744
0.031912,0.031912,0.000000,0.630744
0.031852,0.031852,0.000000,0.632901
0.031852,0.031852,0.000000,0.632901
0.031851,0.031851,0.000000,0.632715
