cost,rmse,penalty,SIGMA
0.238106,0.238106,0.000000,0.800000
0.238106,0.238106,0.000000,0.800000
99.433305,99.433305,0.000000,0.000010
0.160524,0.160524,0.000000,0.720001
0.160524,0.160524,0.000000,0.720001
99.433305,99.433305,0.000000,0.000010
0.094221,0.094221,0.000000,0.648002
0.094221,0.094221,0.000000,0.648002
99.433305,99.433305,0.000000,0.000010
0.050406,0.050406,0.000000,0.583203
0.050406,0.050406,0.000000,0.583203
0.052937,0.052937,0.000000,0.543604
0.047631,0.047631,0.000000,0.566639
0.047631,0.047631,0.000000,0.566639
