cost,rmse,penalty,SIGMA
0.220750,0.220750,0.000000,0.800000
0.220750,0.220750,0.000000,0.800000
99.406730,99.406730,0.000000,0.000010
0.148523,0.148523,0.000000,0.720001
0.148523,0.148523,0.000000,0.720001
99.406730,99.406730,0.000000,0.000010
0.094859,0.094859,0.000000,0.648002
0.094859,0.094859,0.000000,0.648002
0.122996,0.122996,0.000000,0.497790
0.077523,0.077523,0.000000,0.591311
0.077523,0.077523,0.000000,0.591311
0.077499,0.077499,0.000000,0.593726
0.077499,0.077499,0.000000,0.593726
0.077497,0.077497,0.000000,0.593300
0.077497,0.077497,0.000000,0.593300
