cost,rmse,penalty,SIGMA
0.199569,0.199569,0.000000,0.800000
0.199569,0.199569,0.000000,0.800000
99.384639,99.384639,0.000000,0.000010
0.129191,0.129191,0.000000,0.720001
0.129191,0.129191,0.000000,0.720001
0.463432,0.463432,0.000000,0.158200
0.095036,0.095036,0.000000,0.558074
0.095036,0.095036,0.000000,0.558074
0.076721,0.076721,0.000000,0.627196
0.076721,0.076721,0.000000,0.627196
0.075841,0.075841,0.000000,0.613145
0.075841,0.075841,0.000000,0.613145
0.075808,0.075808,0.000000,0.615412
0.075808,0.075808,0.000000,0.615412
