cost,rmse,penalty,SIGMA
0.220980,0.220980,0.000000,0.800000
0.220980,0.220980,0.000000,0.800000
0.773814,0.773814,0.000000,1.792731
0.102137,0.102137,0.000000,1.117987
0.102137,0.102137,0.000000,1.117987
0.063961,0.063961,0.000000,0.961205
0.063961,0.063961,0.000000,0.961205
0.032047,0.032047,0.000000,1.037252
0.032047,0.032047,0.000000,1.037252
0.028795,0.028795,0.000000,1.008339
0.028795,0.028795,0.000000,1.008339
0.026607,0.026607,0.000000,1.020113
0.026607,0.026607,0.000000,1.020113
0.026597,0.026597,0.000000,1.019317
0.026597,0.026597,0.000000,1.019317
