cost,rmse,penalty,SIGMA
0.220591,0.220591,0.000000,0.800000
0.220591,0.220591,0.000000,0.800000
99.419047,99.419047,0.000000,0.000010
0.141470,0.141470,0.000000,0.720001
0.141470,0.141470,0.000000,0.720001
99.419047,99.419047,0.000000,0.000010
0.071940,0.071940,0.000000,0.648002
0.071940,0.071940,0.000000,0.648002
99.419047,99.419047,0.000000,0.000010
0.026179,0.026179,0.000000,0.583203
0.026179,0.026179,0.000000,0.583203
0.026438,0.026438,0.000000,0.576631
0.026082,0.026082,0.000000,0.580953
0.026082,0.026082,0.000000,0.580953
