cost,rmse,penalty,SIGMA
0.198514,0.198514,0.000000,0.800000
0.198514,0.198514,0.000000,0.800000
99.396371,99.396371,0.000000,0.000010
0.119956,0.119956,0.000000,0.720001
0.119956,0.119956,0.000000,0.720001
99.396371,99.396371,0.000000,0.000010
0.053072,0.053072,0.000000,0.648002
0.053072,0.053072,0.000000,0.648002
0.405627,0.405627,0.000000,0.199053
0.077092,0.077092,0.000000,0.532253
0.029189,0.029189,0.000000,0.601637
0.029189,0.029189,0.000000,0.601637
0.029160,0.029160,0.000000,0.605143
0.029160,0.029160,0.000000,0.605143
0.029121,0.029121,0.000000,0.603632
0.029121,0.029121,0.000000,0.603632
