cost,rmse,penalty,SIGMA
0.227823,0.227823,0.000000,0.800000
0.227823,0.227823,0.000000,0.800000
0.765158,0.765158,0.000000,1.790039
0.099497,0.099497,0.000000,1.119738
0.099497,0.099497,0.000000,1.119738
0.069895,0.069895,0.000000,0.963454
0.069895,0.069895,0.000000,0.963454
0.034828,0.034828,0.000000,1.039121
0.034828,0.034828,0.000000,1.039121
0.033453,0.033453,0.000000,1.016057
0.033453,0.033453,0.000000,1.016057
0.032077,0.032077,0.000000,1.025780
0.032077,0.032077,0.000000,1.025780
0.032076,0.032076,0.000000,1.025544
