cost,rmse,penalty,SIGMA
0.199833,0.199833,0.000000,0.800000
0.199833,0.199833,0.000000,0.800000
0.794217,0.794217,0.000000,1.792067
0.113821,0.113821,0.000000,1.109262
0.113821,0.113821,0.000000,1.109262
0.049199,0.049199,0.000000,0.955946
0.049199,0.049199,0.000000,0.955946
0.038770,0.038770,0.000000,1.027779
0.038770,0.038770,0.000000,1.027779
0.025471,0.025471,0.000000,0.994036
0.025471,0.025471,0.000000,0.994036
0.025185,0.025185,0.000000,1.000055
0.025185,0.025185,0.000000,1.000055
0.025120,0.025120,0.000000,0.998234
0.025120,0.025120,0.000000,0.998234
